symbol,0,2,4,6,8,10,12,14,16,18,20,22
MTMR7,1.13883979,0.24777643,-0.137624003,0.32946963,-0.946752202,-1.122209475,0.262256982,-1.193340524,-0.196427838,-0.044289031,2.174676451,1.380220525
SLC7A2,-0.63206418,-0.381987601,-0.017502432,0.213386545,0.092350505,1.910873411,0.395088006,3.954069042,0.09249452,-0.033614262,-0.538843966,-0.196229455
ARF5,-0.571532237,-1.462442446,-1.000266075,-0.887318266,-0.937978889,0.287439527,-0.168441063,0.690640628,-0.007552337,-0.873950433,0.183989981,-0.992386238
SARM1,0.952318963,-0.335328779,1.222252174,0.597155693,-1.135753656,0.548960342,1.488642162,-0.682417076,-1.009409663,-1.48042335,-1.200941885,-0.418708254
POLDIP2,-0.295939367,-0.450534413,0.202736616,0.739712431,0.117174787,2.660849672,1.027892594,1.692514169,1.057717163,0.046882952,-0.546504744,-0.018664356
PLXND1,0.146636589,0.161105145,0.887678236,0.540984622,0.118847738,-1.26664291,-0.808499968,-0.568238089,-2.545450879,0.194966105,0.038807955,-1.162348479
AK2,-1.154983675,-1.45116602,-0.956670934,-0.201704693,0.332576322,2.463056474,0.517063214,0.434475492,1.374367807,-0.074828068,-0.67528198,-0.298565818
CD38,-0.467562785,3.968002591,1.337766603,0.074318059,-0.467562785,0.511757914,-0.467562785,0.467449032,-0.467562785,0.789197234,0.80007591,-0.467562785
FKBP4,-0.494313991,0.231292691,-0.218088584,0.430691931,-0.70159678,2.971780087,1.109615027,0.595285721,2.063538839,0.105787216,-0.13736218,0.874216423
KDM1A,-0.842822966,0.111401319,-0.009209257,0.321196016,-0.26555394,2.880916908,1.4119185,1.982294641,0.418363297,0.309021509,0.087610962,0.091426897
RBM6,-0.51333593,-1.383528803,0.15701639,0.322777121,-0.577112675,-1.839844636,-0.021303105,-0.739460347,-0.959223802,1.319112171,0.181826577,0.271730475
CAMKK1,-0.230854912,0.517516416,1.591015922,0.51312822,-0.831457756,-0.170289859,-1.271115671,-1.51218279,-0.884696411,0.203449027,0.018631476,-1.408325119
RECQL,-0.12465202,0.732524165,0.150467466,1.121613288,0.284939436,1.147885429,0.614643298,0.911129208,0.748206443,0.274724423,0.188260295,0.527150511
CCDC132,0.362988466,-0.53497453,0.572353036,0.630694002,0.138991007,0.956542547,0.263122467,1.291035786,1.471414085,-0.771346474,0.82669287,-0.018902193
HSPB6,-0.702358154,-1.114750906,-1.114750906,-0.58587976,-0.295179922,-1.114750906,-0.316003668,0.196014351,0.236029058,-0.902676036,1.327054739,-1.114750906
ARHGAP33,0.13693095,-0.567071538,0.065856399,-1.331718709,-0.446373924,-0.49974354,1.280430552,0.23181585,0.492168359,2.262026277,0.624497648,0.943547234
NDUFAB1,-0.621742231,-0.890448648,-0.55665038,-0.866131048,-0.078859723,1.883502273,1.20289598,1.456913276,2.031194013,0.280616008,0.691422268,0.209468339
PDK4,-1.233880335,-0.562709396,-1.133818341,-0.227411121,-0.049668318,-0.657709009,0.076144197,-1.148036826,-0.240574601,0.129822992,-0.220626255,-0.336666942
SLC22A16,0.975353196,0.671501867,0.73702521,-1.222901905,0.059690417,1.912297093,-0.290415097,1.411105622,-0.033902715,1.081565742,0.250318481,0.389038916
ZMYND10,0.032767645,-0.04594574,-0.381074196,-1.148088495,-0.562793723,-0.422478012,0.434242039,2.389371644,0.032970775,-0.752988576,1.678009039,2.570982534
ABCB5,-0.354969896,-0.236502539,-0.067620914,-0.401841292,0.004311478,4.526116418,-0.076111769,-0.111280925,-0.094556757,-0.251355564,-0.415270235,-0.075233479
SLC25A13,-0.793008726,0.034891799,1.101010012,1.711706931,0.011660258,2.77840258,0.384317096,0.89893084,-0.131757265,-0.104132419,-0.394997184,1.29120023
