symbol,ZT24,ZT26,ZT28,ZT30,ZT32,ZT34,ZT36,ZT38,ZT40,ZT42,ZT44,ZT46
TSPAN6,18.2712105,19.002608,17.989074,16.953951,16.450277,27.535971,18.5647627,27.625186,17.14024,19.001221,17.443549,21.075515
TNMD,0,0,0,0,0,0,0,0.0806718,0,0.0272043,0,0
DPM1,38.969609,36.4266455,39.24287,42.940171,42.075135,44.477474,47.15777,42.793599,50.8091963,36.73237,41.853449,35.956803
SCYL3,7.04705,8.900648,8.463938,6.380586,6.633774,5.8526291,6.644542,6.859926,7.362751,6.27527,6.8706839,6.51101
C1orf112,3.797784,4.580559403,6.064863367,6.1787084,5.665583,11.751965,7.407683,7.1462566,7.2236706,6.25978301,4.7621302,6.20564
FGR,0,0.151929,0.0352412,0,0.0131433,0,0.113524,0.0218161,0.0298365,0,0.0167704,0
CFH,0.0399551,0,0.00461994,0.0147731,0.00774743,0.0292796,0.0424377,0.3828982,0.0145743,0.0377865,0.1175461,0.0985573
FUCA2,255.133333,249.22589,238.899415,277.02982,262.816701,237.350254,325.754059,221.491586,326.21967,262.890919,281.64676,267.55678
GCLC,71.41626,68.571695,102.651686,89.311218,72.20073,51.267492,72.134771,43.26707,55.666311,50.727902,53.099872,73.08786
NFYA,18.99084,21.6177,20.46184,20.7114,19.59562,20.34426,20.11337,18.57489,17.8467,18.22059,17.41946,20.01988
STPG1,10.1547999,11.528911,10.3719649,12.588049,11.0242405,7.906486,7.527375,7.952542,8.089775903,8.2121104,8.736307089,9.316623
NIPAL3,25.704289,28.107384,26.029893,23.0597527,20.97357,16.51519,23.100069,17.776356,22.452032,24.308754,22.7969762,23.037997
LAS1L,9.2087258,10.7748732,9.870296,12.324402,9.924787,26.148116,14.52309634,20.071918,14.8520218,11.414922,11.20077,13.49931
ENPP4,10.0311,11.2202,9.5286,10.0598,10.317,6.11978,9.86757,6.73416,8.46039,9.13606,10.3597,11.206
SEMA3F,1.736835,2.141688,2.149781,3.017169,2.2610873,2.27447,2.346387,2.5301796,1.494371,2.039574,3.650651,3.754319
CFTR,13.361449,29.065997,16.838208,23.047728,18.745971,12.581541,23.432202,12.10198,19.172806,15.58732,16.564469,20.29987
ANKIB1,13.908966,16.829903,18.46188,17.093436,15.044608,16.2442329,23.029336,15.722753,13.9638891,15.733908,13.086155,14.631208
CYP51A1,348.46268,384.514154,372.486021,379.969522,368.38203,247.192064,339.890426,232.8096866,260.729629,281.33443,300.847472,302.667741
KRIT1,18.433285,21.2608526,26.136721,21.479205,17.959023,23.984709,16.357687,24.80492163,18.2118314,19.174109,16.8136203,17.473922
RAD52,11.4099929,4.639285,8.323129,8.330033,7.7105085,7.1444868,7.8070392,7.0566639,7.9714151,8.324437021,9.4728314,8.794298
MYH16,0.114335,0.110527,0.077231175,0.1270646,0.1985376,0.2908873,1.0703516,0.5379574,0.72027086,0.0869825,0.1396516,0.8789429
BAD,63.140064,50.645149,67.980252,63.530694,61.32225,53.231608,54.26625,58.61225,55.701483,59.36926,60.369752,61.480979
LAP3,31.37507,33.783658,34.551257,33.8817018,34.503681,42.748591,41.7303259,41.7949988,41.674677,36.886287,35.225945,38.517111
CD99,89.864538,79.299581,85.073423,71.436559,81.691128,74.948096,80.422453,87.554253,86.754442,78.084825,78.258592,82.689724
HS3ST1,5.755,6.33721,5.85043,5.82074,7.12634,3.877,8.758175419,4.24742,5.09529,3.9361558,3.636961,9.77373
ABP1,137.501175,137.7023471,140.825445,140.579171,147.118699,85.861217,143.68477,91.0300865,118.2903807,140.6501,151.5869677,138.90708
WNT16,0.0200049,0,0,0.15507,0,0.0157,0,0,0.0426564,0,0.112302,0.0590656
HECW1,0,0.6701306,0,0,0,0,0.00581422,0.1537,0,0.005951,0,0
MAD1L1,7.409512,6.985783,9.494079,11.77781404,10.359737,19.64607575,9.542952,14.6486859,8.421095,7.632937,5.7569701,6.172878
LASP1,233.378237,252.663243,252.009353,240.8997283,217.1054118,194.138734,246.428047,174.6904057,213.586739,216.680127,223.452254,237.018346
SNX11,7.9052669,8.2097279,9.04381,9.047045,8.770978,14.04058,9.454577,11.939539,8.6713256,7.432701,7.372231,6.575312
TMEM176A,4.3169505,3.2488832,3.1830206,3.452881,3.7488949,2.997069,3.652591,3.7451257,3.787013,5.524078199,3.455339,4.9652167
M6PR,40.94533489,44.316404,54.067259,49.325628,42.780898,71.699467,54.857088,52.107227,52.062638,46.993917,44.92848104,44.01245198
KLHL13,0.427609004,0.519201,0.5843797,0.600034001,0.7052,3.0413615,0.6107862,7.828830416,0.56738081,0.616671,0.663487,0.8592908
CYP26B1,0,0,0.00824918,0.00660499,0.00691912,5.16185,0.0263132,5.187576,0.0109799,0,0.00782282,0
ICA1,32.180554,27.090722,30.288347,32.386519,27.454811,23.09407,33.271852,26.660493,25.216029,25.113592,26.200888,25.025508
DBNDD1,12.295285,14.298379,14.129993,15.260282,14.7752508,20.204427,16.365768,15.366808,12.572834,13.333735,15.013288,17.399135
ALS2,21.713406,22.557605,26.794362,24.25993,18.849548,19.789348,17.119712,23.002751,15.729198,15.736948,21.5563796,18.757361
CASP10,10.7342277,9.15832,11.934963,10.0732377,11.589136,7.369227,9.479615,8.731416,7.782668,8.6668814,9.259466,13.173769
CFLAR,72.608805,69.477817,77.32631583,81.8100516,76.082062,54.94713141,57.43632764,55.8366731,58.5141,63.2301223,63.71923354,55.79583
TFPI,45.04625114,44.059612,46.552403,41.837791,41.0425095,29.40838334,27.595618,43.2516247,24.54247261,26.737152,29.377053,27.42593221
NDUFAF7,3.965083,4.801186,5.428578,5.549628,6.473792,8.681365,5.395219182,8.679354,5.57969415,5.419563,4.795634,4.038972
RBM5,103.641709,78.742882,104.440731,85.100436,85.274263,58.1981663,70.943992,72.819489,66.014781,91.206685,83.687705,87.680859
MTMR7,0.88684,0.6012539,0.491532,0.625529,0.285025,0.2441622,0.6055302,0.2279688,0.4754651,0.5173938,1.2834429,0.972617
SLC7A2,0.737689,0.885024555,1.122423701,1.288048033,1.199674,2.975411301,1.427427089,6.729658042,1.199777097,1.111324058,0.791214,1.002494937
ARF5,126.20751,115.277248,120.824901,122.220422,121.592521,137.7177364,131.484905,143.474252,133.651944,122.386642,136.278129,120.921745
SARM1,0.881993,0.741771,0.9127901,0.842226,0.659923,0.8368948,0.943677,0.705795,0.672582,0.625874,0.653429,0.73306
POLDIP2,50.86658,49.3089,56.2275,62.62133,55.26981,91.93292,66.3424,75.77518,66.73972,54.49504,48.36554,53.78218
PLXND1,8.0207659,8.0758062,11.3182656,9.647486,7.9159879,3.979594,5.0373431,5.6790557,1.9086904,8.205934,7.620949,4.202798
AK2,138.485053,135.253769,140.691322,149.414537,155.91046,184.725654,158.218054,157.1808664,169.394675,150.932361,143.88185,148.266003
CD38,0,0.154386,0.0601752,0.0176941,0,0.032206,0,0.0307267,0,0.041517,0.0418838,0
FKBP4,107.25932,114.255932,109.871285,116.256625,105.339764,145.010896,123.332749,117.934233,134.002423,113.014202,110.64646,120.832194
KDM1A,28.6424608,31.898172,31.467689,32.660614,30.57136145,43.51701,36.91870208,39.35576643,33.0197048,32.61589,31.81281,31.826487
RBM6,32.00336,28.0397558,35.4219134,36.3204803,31.6953329,26.155351,34.479408,30.924142,29.9091088,42.208291,35.5550165,36.041426
CAMKK1,1.164045193,1.402766,1.791902,1.40129216,0.9897315,1.1824493,0.871096001,0.8090775,0.9749747,1.2995328,1.2408691,0.8355405
RECQL,14.965657,19.453562,16.286871,21.887724,16.9718858,22.062159,18.768513,20.537002,19.546469,16.91891,16.47671,18.274938
CCDC132,8.7455722,6.5674079,9.3376494,9.508953106,8.1496113,10.51927115,8.475221215,11.6575069,12.31730475,6.0799225,10.1055149,7.751558323
HSPB6,0.0482081,0,0,0.0622404,0.0980863,0,0.0954788,0.161425,0.166743,0.0245077,0.321512,0
ARHGAP33,0.6304864,0.4325083,0.609316,0.244612525,0.4646565,0.4503533,1.01203,0.6591837,0.7405465,1.41003,0.783418,0.891175
NDUFAB1,121.191343,115.908719,122.506527,116.37724,132.603614,183.49667,163.957945,170.99568,188.03319,140.74095,150.648801,139.09199
PDK4,0.9232743,1.36388,0.983339,1.62047,1.7676,1.29586,1.87671,0.974691,1.60989,1.924562,1.62594,1.53394
SLC22A16,0.776766,0.687579,0.706425,0.224107,0.521351,1.08256,0.433701,0.912958,0.497408,0.809041,0.571308,0.60869
ZMYND10,0.415015,0.382648,0.2529261,0,0.1877503,0.2377684,0.5922735,1.828987,0.4150995,0.123163,1.2951475,1.9841276
ABCB5,0.02692,0.0493129,0.082082,0.0181928,0.0963484,1.497658,0.0804103,0.07351357,0.0767877,0.0464788,0.0157061,0.0805831
SLC25A13,24.112306,27.87864828,33.572435,37.326385,27.765627,44.8873835,29.633168,32.4130643,27.07763,27.208859,25.85736,34.700319
ST7,14.72190001,13.9467784,14.726559,14.61994632,12.77002064,27.81293153,16.07921111,27.5007396,14.50427693,11.89356795,11.467568,13.073453
CDC27,16.168715,18.04778165,20.268563,21.22835,18.037821,29.400694,24.361963,25.758851,22.8494406,19.180485,20.365669,21.836883
SLC4A1,0.173672,0.0935573,0.373366,0.135141,0.172411,0.0820051,0,0.0781755,0.164109,0.193859,0.0177748,0.513418
HCCS,29.680046,27.81646,30.73944,27.111736,31.06225,39.09954,27.67428,34.99739,35.068422,26.509418,27.998115,28.370058
DVL2,19.8423,18.4562,19.4624,18.2101,19.3477,20.8582,15.6197,19.7475,13.6435,17.1417,18.1553,14.7048
PRSS22,24.7521,17.4041,13.5141,15.5282,17.7857,7.98254,11.535,10.9786,16.1636,17.4664,18.6123,18.9322
UPF1,29.5296,31.7391,34.1212,29.8065,26.7663,30.6534,30.2598,28.7168,28.7009,24.9439,26.2845,31.5996
SKAP2,33.183187,37.310398,27.6876623,39.044192,30.1201998,22.069877,30.627942,24.074575,22.954554,21.51790862,25.6430479,31.88126
SLC25A5,480.06963,517.368156,499.67519,532.711077,531.985961,600.803073,636.358651,549.475854,671.956621,574.66379,579.16588,581.480734
CCDC109B,19.474715,16.811552,13.426813,15.994176,11.335244,10.674279,21.217662,13.6871541,23.686208,11.756782,13.975845,15.621991
POLR2J,46.88076,40.815,39.4276,38.2309,43.3603,72.7546,38.2496,69.9564,47.0043,49.8026,44.4367,41.1844
DHX33,3.53336,4.223865,5.651876,4.77604,4.242403,10.702766,4.861812,6.228396,5.09487,3.858578,3.72257,4.773154
THSD7A,0.0943224,0.5531754,0.0152168,0.05263172,0.084704,0.03193284,0.023298,0.0737631,0,0.102914,0.1376377,0.0999032
LIG3,4.46722,5.304106,5.474806,4.728021,4.2481087,8.714405,5.901697,6.668837,5.573832,5.155201,4.8073,4.38073
RPAP3,11.93772,12.189849,11.91824,14.789055,12.608398,24.241011,14.613616,17.847949,14.347924,11.715911,13.297305,14.80712
ACSM3,1.255725,1.210293,1.303125,1.204604,1.0476301,0.578703,1.046997416,1.298346,1.185396,1.124293003,1.427444,1.12726106
AC004381.6,9.77E-09,0.5348843,0.767443,0.632283,0.544443,0.541907,0.848969,1.072624,0.788727,0,0.345544,0.682241
CIAPIN1,7.912,14.6544,13.7872,11.6813,13.5483,17.325,15.3052,15.8173,16.6077,14.2352,14.1895,14.2573
SPPL2B,2.06174,1.92066,1.08968,0.199782,0.4873817,0.067777435,0.203601,0.431435,0.0353299,1.976316,0.0798323,0.0424897
FAM214B,39.2272541,38.949155,37.260478,37.819473,38.628337,25.60007361,33.387746,26.927867,28.894536,35.033605,33.780307,30.111122
COPZ2,0,0,0.0850268,0,0.124826,0,0,0,0.0667545,0,0,0
PRKAR2B,0,0,0,0.0732275,0.0224251,2.00834,0,3.82625,0,0.0419362,0.0676236,0
MSL3,9.91131,12.652051,14.5389546,12.7121254,11.163685,10.798616,12.240845,12.8912169,14.52249498,11.71938022,10.7795808,15.818449
CREBBP,8.02521,9.67755,9.55691,9.25928,7.99076,10.11673,9.33005,11.71734,7.04834,8.05266,6.90188,9.3955
BZRAP1,0.134453,0.1848947,0.1895998,0.0980178,0.209118,0.155135,0.10814,0.0551329,0.150119,0.1723257,0.1393683,0.234179
MPO,0,0,0.0210161,0,0,0,0.0386442,0.0145924,0,0,0.0199473,0
PON1,0.0125098,0,0.0776091,0.0323809,0.0112909,0,0.195843,0.0548661,0.0321125,0.2253627,0,0.012319
GCFC2,5.153756,6.309628,8.023962,6.211237,4.838146006,15.088716,7.700453,10.440122,7.64761,5.868721462,4.538865,5.217131
WDR54,19.002886,18.4242657,20.5319286,17.0702257,15.7321664,15.4741122,12.419111,24.8229543,16.572047,17.352663,14.5697817,21.4107613
CROT,12.313766,12.509443,9.285132,13.340844,13.351567,12.108432,14.170889,12.571407,14.108205,10.761218,12.118693,12.314181
ABCB4,0.0890869,0.0180126,0.3069229,0.301913,0.107188,0.0873209,0.2196123,0.2438946,0.0643635,0.0849964,0.137061,0.136021
MLL5,30.54882291,35.056299,34.66194,34.7642097,32.473074,26.26426387,24.70333148,30.992399,23.4073379,30.1133997,28.02541441,28.44645697
RHBDD2,20.963462,23.082062,20.365115,28.29561,22.178236,31.02122,25.727606,27.5926746,21.21135,21.5244559,23.525425,19.40994
SOX8,0.874682,1.17516,2.07898,1.43359,0.935299,1.4255,1.38363,1.25159,1.31808,1.1848,0.720621,1.30439
IBTK,45.363943,52.367043,52.109434,55.106906,48.224887,35.2771788,46.256419,31.8490407,40.001247,40.383365,41.366473,40.822199
ZNF195,19.834406,23.242502,19.9346544,23.125191,16.5784325,24.120781,22.921331,21.59175106,24.35419241,19.9385986,19.466168,19.86770265
MYCBP2,19.60088328,21.98946527,19.32240918,24.36304536,15.34556872,20.09983391,16.79660994,24.27310875,17.94863263,14.77868804,13.85263135,15.72228454
FBXL3,26.276437,24.875796,23.770006,25.18119,26.088666,20.923197,21.871624,21.481657,20.941188,20.761932,21.891842,22.492141
ITGAL,0.0142165,0.00884361,0.0453036,0.0440664,0.0365907,0.0172809,0.0741525,0.00987333,0.129594,0.0801828,0.0496398,0.0606865
PDK2,7.41338128,7.143088,7.90402,7.484283,7.778867,6.112509,9.011427,5.52871212,7.2627949,8.976589,9.2273604,10.720331
ITGA3,136.705659,150.723355,177.868527,152.3729734,125.584009,93.608019,133.4754138,105.228702,104.847947,161.924358,126.702944,137.023921
ZFX,15.01991275,15.80479779,13.272273,17.4746703,11.24348915,10.41028014,11.334411,11.372618,13.56087683,11.81006712,11.985965,13.9061611
LAMP2,66.77537,72.253827,69.383516,70.967312,74.7126,82.964351,61.9846,101.814231,59.91605,65.37917,69.180061,65.13209
GGNBP2,15.476494,17.644117,13.517497,16.978256,17.472727,12.8615273,16.757913,10.145647,15.692933,20.049755,16.590163,16.561546
ITGA2B,0,0,0,0,0.0339087,0,0,0.0280581,0.00892357,0.0196764,0,0
ASB4,0.542772,0.45964,0.540117,0.439528,0.828449,14.1009229,0.534346,19.067366,0.44067,0.450927,0.36396,0.183319
GDE1,56.9889,63.4858,56.2431,46.8518,44.3213,43.9122,53.8111,52.0079,51.8395,56.6424,60.1631,60.9858
C19orf60,20.63159,15.73188,16.85642,18.52134,18.64308,40.6222,28.8373,46.2178,25.9178,25.8173,20.30952,31.0451
CRLF1,0,0,0.0202493,0,0.0170037,1.00438,0,0.8412,0,0.0211914,0.0771678,0
OSBPL7,4.693563,4.00492,4.65666,3.77349,3.40978,2.63161,4.27084,2.9812,4.316766,4.84432,4.1058,4.863559
TMEM98,24.710805,25.696835,22.480843,27.816991,29.45508,19.432134,29.028408,19.8830112,35.35025,28.25481,32.0740006,30.4148293
YBX2,1.30723,1.67827,0.80701,0.751227,0.258938,0.994614,1.06798,0.758738,0.819426,0.743788,0.887608,1.17011
MAP3K14,0.787228,0,0,0.388186,0.253166,0.468098,0,0.200631,0.130148,0.208704,0.449227,0.632261002
ABCC8,0.0314115,0,0,0,0,0,0.018371102,0,0,0,0.0160644,0
SYNRG,10.540126,13.038187,11.716143,11.8389582,10.2012008,12.82092,10.2155203,12.9776339,8.0655477,10.429792,10.130573,10.289901
CACNG3,0,0.0109611,0.0109795,0.0528094,0.0184231,0,0,0.0152516,0,0.0827224,0.0532913,0
TMEM132A,5.6435,3.057111,3.432226,8.342822,3.113284,7.801919,7.298383,15.132744,5.52664,5.508224,8.537744,3.4081583
AP2B1,23.28993,26.24282941,23.08297884,24.6933932,19.88742291,26.511633,28.5768335,25.592108,27.13496,24.0298643,22.05692927,27.021817
ZNF263,8.5773,8.44965,8.89729,7.545,6.9937,11.53529,8.82615,8.23102,8.80256,9.03974,7.61026,7.15394
CX3CL1,1.33376,0.928876,0.911399,0.734425,0.765494,0.607585,0.95559,0.49214,1.01688,0.85408,1.04873,1.0006
SPATA20,24.84152401,22.59711669,23.8594007,29.29866103,27.22959846,41.49512289,27.2670414,48.01581645,30.58451559,29.7177145,36.62607542,43.5135962
CACNA1G,0.506405001,0.469644,0.6623741,0.3660595,0.280754181,0.35367518,0.6373273,0.287752852,0.52685,0.6753661,0.316672896,0.262667524
TNFRSF12A,139.03628,150.30721,143.6586,152.56244,161.45142,146.52534,160.37096,131.66987,192.5865,144.07098,162.79354,154.54553
DLX6,0,0.0151922,0.0303691,0.0365848,0.0892124,3.85194,0,2.9400035,0.0324566,0,0.0288767,0.0143661
MAP3K9,7.451188,9.6080266,8.377059,7.7626326,6.589247,5.580951,6.0267218,5.520071,5.243711,6.336407,6.330236,6.824922
RALA,56.881055,59.608856,65.11832,63.76058,66.44597,58.20567,60.056004,47.762069,65.590221,50.366197,53.159076,56.52631
BAIAP2L1,86.246421,90.524451,93.365329,90.474932,89.425517,66.011723,78.865512,77.657025,63.932735,79.74574,81.497366,89.69629
JHDM1D,22.36858,23.100808,23.914825,24.422354,20.02583,15.181538,14.540893,13.246918,15.224931,21.174631,19.811456,18.286875
ETV1,1.142303445,0.988715815,1.65787791,1.405612235,1.80889956,20.0169007,0.516705,49.701945,1.024494,1.210767,1.6010768,1.6398964
AGK,3.147601601,2.8592267,4.459593,3.686316,2.8100282,7.2607289,4.5712306,5.9280541,3.703097,3.0137034,3.1119872,3.409512
ALDH3B1,54.904973,48.71469504,55.086621,57.902733,46.87440061,29.169169,46.39194294,27.074714,39.423865,40.195287,43.5743017,48.627194
TTC22,34.379608,32.007613,35.54658,33.439751,31.367159,22.809693,33.162915,18.2418832,26.1281853,28.7850749,29.033076,27.32003
PHTF2,2.3352421,4.1027568,4.3804146,4.8005464,4.0012407,11.548893,3.521624,8.36111742,3.625571,4.1279645,2.890268,3.5455391
CCL26,0,0,0.230784,0.290943,0.0488457,0,0,0,0,0,0,0
FARP2,49.78269326,74.296317,69.146676,70.046554,50.854906,50.6836842,57.53839211,44.79073,54.822869,59.1593762,53.972411,63.77378908
USH1C,164.58292,196.050102,179.68149,182.618001,158.050397,116.255977,160.050416,104.858968,140.1537043,153.12271,148.35322,173.988175
GGCT,50.9881967,42.5028474,45.505066,43.4164201,52.935407,83.387073,64.883535,64.5055534,83.538741,59.263614,55.16681,56.490319
DBF4,6.775235,7.920322,6.6574563,7.713911827,9.869066,32.853797,12.6414998,14.077507,11.8074294,9.4728805,10.715692,12.799622
IFRD1,18.7576662,16.716839,16.071398,19.138838,18.068337,29.846913,15.975731,43.821362,13.5424546,13.842222,18.864705,15.0560323
LGALS14,0.50521,0.246799,0.722684,1.13503,1.26934,0.358625,0.669594,0.215893,0.450956,0.345619,0.466218,0.389779
COX10,8.27545,10.26334,9.48752,10.63196,10.21662,12.352655,10.08256,8.6540235,10.85778,10.29106,8.6083,9.058626
GTF2IRD1,7.61393111,6.3757902,7.61191,8.7802662,7.691603,6.237373,6.9713418,6.55418359,6.5577531,9.352198,6.867025206,7.845735
PAF1,23.843968,24.619611,25.442926,24.2571431,23.832132,29.054483,26.9858962,27.0273149,28.712829,24.0184,24.129684,26.285222
VPS41,36.349739,39.293104,31.898827,40.38627,36.71127457,34.6329,31.554236,34.0104098,33.314434,34.521743,39.047208,32.86714
ARHGAP44,6.711982,7.072081,8.242588,8.486783,7.639059,5.055833,8.730186,5.458724,7.421250001,7.937588,7.579677,8.56584
ELAC2,16.656273,17.19795,21.91171,25.66246365,18.681168,38.186957,25.005135,31.08202,26.273509,20.9822058,19.1313451,19.9722052
SCIN,15.671831,13.778067,16.173561,16.3773318,15.895551,8.3945718,13.372996,9.5258644,10.23754049,12.3693245,12.196655,12.320892
ARSD,22.267667,25.332681,25.013969,24.020279,20.789615,20.8074,23.719095,22.822606,16.067285,24.29804,22.01186,23.40417
PNPLA4,22.936,24.586636,23.886048,21.661102,22.905658,16.040409,26.5742114,22.077256,28.020642,27.347001,25.303245,19.075682
ADIPOR2,86.934904,94.790695,99.73639,92.053986,89.556169,77.492944,70.22635,70.479706,59.828155,65.451057,69.180831,72.785141
CDKL3,1.1262506,1.4618398,1.6325354,1.5017232,1.840711,2.375156,2.16428,2.679935787,1.5926908,1.7210339,1.9373323,1.338527
UPP2,0.0293981,0,0.0833308,0.235985,0,0.0106568,0.0726999,0.0223689,0.0680779,0.11885,0,0.0767444
PRSS21,0,0,0.036827586,0,0,0,0,0.103383,0,0,0.035312912,0.101651794
MARK4,7.960654,10.3845163,10.201107,8.728544,8.7524632,7.608341,8.847923,9.593377,6.4823602,9.0685007,7.8994299,9.2375938
PROM1,45.659931,52.614705,49.53159,50.9956677,48.6644421,34.5806455,51.2760132,31.935114,45.1673067,51.9776089,47.7554781,54.0527349
CCDC124,44.4308,42.7317,43.903,47.0913,47.9207,107.824,55.5233,82.0078,65.5603,49.497,47.7796,52.7676
CEACAM21,0.878363,0,0,0,0,0.0219134,0,0.1834865,0.286001,0,0,0
PAFAH1B1,36.428575,39.227025,43.440119,39.484796,38.080338,53.156135,40.940628,46.852086,37.460599,37.139721,35.230213,36.888958
NOS2,0.0295011,0.0474337,0,0.0634962,0.0133047,0.0636073,0.0291567,0.00550392,0.0313729,0,0,0
DNAH9,0,0,0.00243423,0,0,0,0,0.00645374,0.0018539,0.00209835,0.00222885,0
KIAA0100,48.31128,59.69581,58.98432,63.9091,49.25922,58.51162,64.32211,49.26148,52.51627,51.91298,48.42515,51.98274
SLC13A2,8.910718,9.755089,11.141312,9.627621,11.247856,6.547589,16.570874,6.7684612,11.636803,11.450747,11.833809,13.433422
GAS7,0.1413126,0.2092246,0.17477043,0.290303753,0.2103509,2.8071663,0.282204,1.273831,0.288452,0.322963979,0.199499352,0.044524462
TRAPPC6A,4.41837,5.4204,3.17007,3.92502,5.1812,4.15692,2.42636,6.18561,6.81013,3.79277,2.50587,1.307
MATK,0.0175252,0,0,0,0,5.293215,0,1.674962,0,0,0,0
CEACAM7,6.462,6.48836,6.00477,5.33194,7.0512,4.08872,4.31437,4.116243,3.46055,5.51567,5.97611,5.612309
CD79B,0,0,0,0.0279102,0,6.814056,0.0317967,7.472741,0,0,0,0
SCN4A,0,0.00204831,0.00617706,0.0082283,0.00690544,0.0599578,0,0.382638,0,0.00193504,0.00389899,0
ST7L,11.095163,9.8800927,10.541798,7.3648457,8.861749003,15.7593798,10.2689538,18.9110842,12.01869814,7.600215004,8.575169601,12.312272
PAX6,0.2480184,0.1122254,0.0373089,0.111848,0.0664872,0.135487276,0.137085,0.1695255,0.2406153,0.10144204,0.101579,0.0604125
RPUSD1,11.0001,7.90846,9.83628,12.0355,9.56904,20.5047,13.9942,13.1933,16.266,10.015,8.87422,10.2591
RHBDF1,30.81637,22.517931,26.3121566,25.716925,25.6195664,16.90715,24.323966,18.949614,21.93211838,29.85391,24.954268,21.855174
LUC7L,31.744057,21.631742,27.706663,27.223781,28.710879,32.021229,28.18549,32.276419,31.2396482,29.520792,30.120234,25.197656
CACNA2D2,0.74216122,0.448456233,0.649498836,0.580613009,0.760302995,3.5134413,0.828694582,2.430902601,0.699608031,1.129682183,0.8881256,0.647017
BAIAP3,3.644440001,3.681527,4.8311019,4.00078,4.586199,2.465808,4.050993,3.265900182,3.547142734,3.387683611,3.563779,2.922755528
TSR3,34.3974,34.692,36.7523,39.483,37.5841,54.6523,46.3208,48.9731,40.7273,30.8397,31.8592,38.036
PIGQ,16.5745822,18.990984,21.510386,21.5327108,16.367553,23.1858962,24.9924465,23.287242,23.2828859,21.343427,19.271758,17.430308
CRAMP1L,5.219568026,6.764954668,9.704084286,11.734995,7.563928,7.498000302,6.550453271,6.820128,6.708406482,9.520716092,9.189571,9.523248
TEAD3,16.88886,13.27583,18.36546,16.959891,17.62152,14.84815,19.59099,14.00704,17.3363268,15.72757,17.91251,16.58731
DNAJC11,36.629663,37.840763,47.5282214,44.3601995,36.676567,40.921364,44.939073,38.750805,48.374819,44.116422,40.17333,40.45317125
FMO3,0.102096,0.329829,0.281839,0.789619,0.211377,0.53665,0.259124,0.273402,0.640031,0.4427242,0.1838966,0.929315
MYLIP,4.63097,5.47969,3.51283,3.42093,4.55998,7.11706,4.91344,9.62679,4.15863,4.4088,4.71822,4.6761
NOX1,0.114522,0.123093,0.0547233,0.0549001,0.0803662,0.119959,0.201345,0.0761458,0.195872,0.141847,0.130009,0.100234
E2F2,2.057884,1.59509,1.77127,3.087799,2.643543,5.68855,4.059144,2.3582,3.23747,2.639106,2.03984,2.35954
PSMB1,153.11863,152.02419,168.69729,160.64788,171.77206,200.43716,190.23735,198.67707,187.31938,163.53306,162.22229,154.36236
SYN1,0.287566,0.277401,0.235152,0.197051001,0.2143458,0.154003,0.235858,0.393393,0.135647,0.301968,0.12175,0.48916
JARID2,3.19490953,4.2483132,3.843354,4.495408,3.3045775,7.115939,3.301205,9.707456,3.1014823,3.2266628,3.928025,3.303644
CDKL5,3.609104,4.09467,3.67626,3.23373,2.60259,2.32024,2.762123,2.0719953,2.373498,3.17707,1.96559,3.02597
CAMK1G,0.0264875,0,0,0,0.0358487,0.0104064,0,0,0,0,0,0.0521661
CDK11A,98.63351799,76.7989008,85.25339814,81.130334,79.060245,73.9952703,84.9524342,72.411797,83.528177,110.408211,86.21167962,100.8616481
NADK,72.057344,68.37032,76.005629,82.804533,76.000207,66.178166,91.358976,65.388749,91.868,79.3750729,79.8955355,79.88559
TFAP2B,0,0,0,0,0,0,0,0.0516078,0,0,0,0
DLEC1,0.535498436,0.7912028,0.5070975,0.3559605,0.209453,0.1470279,0.3451376,0.3312058,0.2530897,0.4293178,0.3486682,0.2501765
CYTH3,14.146378,16.290713,18.323179,15.970879,14.06387263,14.3612385,14.8221114,17.68004677,15.9913159,13.192171,16.177494,17.341286
ADAM22,0.2082546,0.1831139,0.1926222,0.0711381,0.158936,0.931593777,0.0449716,2.8613969,0.0468439,0.1277145,0.224214,0.5313707
SYPL1,111.9392514,109.624198,105.855683,109.21737,115.080001,93.04538,120.64068,98.156603,117.420389,105.875244,115.261505,116.093024
CYB561,30.89376,33.657706,36.464505,37.767727,32.930707,35.560847,40.500454,31.880436,43.478904,35.9523743,35.527161,37.165802
SPAG9,48.833011,51.070062,58.0938603,50.730981,48.63134521,39.893889,38.6463704,48.8886368,32.489053,44.322587,42.874655,40.9180149
CELSR3,0.2654217,0.2203963,0.326434,0.3865184,0.1455361,1.639345031,0.2401375,2.5563815,0.414015487,0.3921062,0.2532969,0.2527353
AASS,0.1845773,0.043260403,0.05981282,0.0342934,0.2017827,2.98543,0.3698544,2.971263634,0.2450206,0.154789806,0.120928,0.117451
PLEKHG6,80.374843,94.097454,91.55864,86.866554,76.95018,49.497015,69.57161,42.557775,54.805787,68.562677,69.807318,80.6425679
SS18L2,19.665846,19.644632,17.266122,17.215426,17.181165,21.105251,17.7381,20.104601,24.959653,20.949498,20.125225,17.324597
MPND,1.902814,1.547678,2.624145,2.69226,2.193466,3.7956,1.976031,1.68131,2.245851,3.09986,2.187915,1.53756
MGST1,333.9919347,338.699996,339.3984481,329.0676841,361.4079887,266.883887,351.857733,254.6307572,348.777777,317.593452,317.534551,325.9005146
