symbol,ZT24,ZT26,ZT28,ZT30,ZT32,ZT34,ZT36,ZT38,ZT40,ZT42,ZT44,ZT46
MEIS3,0.5679357,0.516059,0.3024507,0.7293078,0.4983391,4.443754,0.5469637,6.4790039,0.242796,0.8697539,0.518016,0.769267
PTPRS,0.067577547,0.0460752,0.0534684,0.0830357,0.104275288,7.2292742,0.046844,7.719525,0.0340059,0.063300948,0.0487149,0.04480478
CNFN,6.97936,5.29722,1.4003,3.63089,3.35896,7.46584,3.81938,8.42422,4.11195,6.25156,8.53675,3.49272
MEGF8,3.962473,4.637808,4.51505,5.209794,3.698326,3.732368,4.606672,3.077558001,4.216735,3.876063,3.65885,4.358506
KDELR1,164.666,173.314,174.298,174.925,171.035,143.489,186.995,155.018,165.265,173.932,187.862,175.19
CYTH2,66.007538,53.612238,58.842136,59.06153035,55.14646549,42.6504165,53.5841896,50.810541,51.8381746,62.6985697,63.228138,51.7563708
GRWD1,5.5699,5.74649,7.11906,7.24276,5.82206,11.3818,8.70294,7.3251,8.64329,6.40456,5.50798,6.47688
GRIN2D,0.298821,0.294473,0.334225,0.359957,0.495894,0.224797,0.377963,0.391721,0.218339,0.417085,0.432456,0.258627
SYNGR4,0.116865,0.0424407,0,0.0339933,0,0,0,0.0342323,0.0341819,0,0,0
CLEC11A,1.8172,0.94234,1.17696,0.885267,0.899024,1.23768,1.77505,1.82023,2.21881,1.01263,1.18399,2.06318
CCDC114,0.1649775,0.103249,0.1333175,0.334674,0.1137378,0.3749122,0,0.1846261,0.107794,0.110722,0.1152229,0.338314
CARD8,5.007961802,8.3369254,5.527325,6.095387105,7.351446537,9.807386594,5.89272622,10.27232824,7.201291528,7.454441566,8.198255711,7.27236433
LIG1,7.072042903,7.56489,7.598968,9.599144,9.20086,15.674325,13.0504,11.4866268,13.000625,9.345914,7.25384,10.51142
ZNF175,4.692832,3.684599,4.623998,4.365705,3.318621,3.1435929,3.3455332,4.7011775,4.94212,4.10174,3.766029,2.383844
PLA2G4C,0.490211,0.0254931,0,0.0774849,0,0.0973852,0.179912,0.0291699,0,0.281134,0.0640312,0
HAS1,0,0.005607581,0.00480635,0,0,0.004207601,0,0,0.022270902,0,0,0
RAB3D,28.3556,32.547,31.2276,33.5473,31.1749,25.4994,31.7551,28.7709,27.0637,29.2077,32.4185,37.5578
DBP,6.0513,10.3613,8.04981,4.15932,3.733,2.30274,2.12363,2.98778,0.940053,2.81948,2.8743,3.75422
TMEM205,0,0,0,0.126045,0,0.125476,2.220617,1.835162,0.477147,0,0.2585,0
CAPS,1.85196,1.2055661,1.41069,1.02655,1.50049,5.424691,1.16239,3.674299,1.526991,1.640848,1.616569,1.20639
DKFZP761J1410,8.00347,8.72918,9.85381,6.60933,7.04593,15.1805,10.1043,14.1396,8.26105,8.04045,7.75838,6.19307
FAM83E,64.2817,60.7544,65.7048,62.1702,53.3379,38.8605,64.5823,36.9791,56.7503,55.1701,59.9365,60.394
RASIP1,1.29729,1.07766,1.38418,0.986861,0.641003,0.386526,0.543234,0.649968,0.414304,1.02933,0.809382,0.685304
BCAT2,20.03191,17.638703,20.86881,17.56285,17.12416,16.01157,21.99879,16.85643,22.55572,20.59959,16.6569,20.58125
MIER2,5.30292,6.6046,6.74689,5.49792,5.0558,9.05008,6.89257,7.01852,6.1088,5.92744,5.5057,5.25347
PLEKHA4,2.254825,1.776066,1.7216018,1.59107,1.80805,2.931333,3.18018,3.154994,2.048333,2.24379,2.03676,2.6743
PPP2R1A,103.219712,108.639863,108.281921,107.918146,101.322997,101.051951,118.97601,105.508889,111.202061,114.770169,111.7139,109.272222
TNPO2,11.55582,12.743286,15.6272101,17.245071,12.567728,20.442524,14.66354,16.80066,13.36096068,14.06111,13.03335099,13.88325
WDR83OS,14.4527,11.5674,12.0699,16.0415,17.9604,25.457,19.8115,37.1739,19.5963,19.4746,16.9613,18.0145
GCDH,6.6932201,9.106293,8.6992679,8.754904,6.44446,10.268093,11.0104,12.755896,11.578604,8.5527117,7.2249,6.50474
LILRB5,0,0,0.00293901,0.00940315,0.00246458,0.00428206,0,0,0,0,0,0.00537489
KLF1,0.173314,0.0233928,0.0469127,0.0562958,0,0,0,0,0.0747539,0,0.0224276,0.21364
DNASE2,11.2738,11.919,13.5726,14.4281,13.7211194,26.7652,11.8861,38.2441,14.5111,13.2788,13.7238,14.6308
MAST1,0.112317,0.188114,0.241863,0.0245251,0.0785061,0.705924,0.142338,0.927565,0.117182,0.217996,0.183159,0.295594
LENG1,0.795892,0.67372,0.862795,0.743008,0.801037,0.949023,0.767042,0.860618,0.80656,0.677183,0.682949,0.559412
PRPF31,1.8368284,2.2667607,2.3489184,2.301767,2.1966652,3.4223006,2.89984541,3.2200941,2.6820638,2.166565,2.2395209,2.531542
TFPT,0.7981323,0.9047966,0.8914798,0.861044,0.9094787,1.9449829,0.99248112,1.4005111,0.8842603,0.8164266,0.9142689,0.892067
JAK3,0.8477766,1.1611387,1.2999417,0.8100068,0.8866232,0.8919393,0.801736,1.716442,0.2526095,1.0391859,0.7800439,0.7589811
RPL18A,1388.62,1402.97,1311.95,1263.39,1256.04,2231.48,1472.89,2032.16,1578.59,1477.74,1516.15,1545.21
SLC5A5,0.11214,0.1215,0.130307,0.186588,0.102407,0.215226,0.111458,0.292595,0.104296,0.0371822,0.126319,0.120995
CTB-52I2.8,0,0,0,0,0.0531138,0.108247,0,0.367905,0,0,0,0
ARRDC2,8.6223,8.21499,7.96028,9.07712,8.00243,11.09828,7.29995,8.68582,6.75741,7.43237,7.17699,5.29564
PIK3R2,28.2153038,34.642144,37.566047,38.54386,32.370138,41.248637,43.70851109,33.0676994,37.09001,32.5087852,32.996703,37.136555
RAB3A,4.4846778,4.172901,4.615577,4.833033,4.270279,10.87396,3.72329,8.842572,5.66526,4.813979,5.241675,5.14172
PDE4C,6.4664854,4.301928,6.163177,5.2233325,4.4349644,1.96566,2.797392,1.8896587,1.61754,3.7968798,3.2714717,3.0769272
ISYNA1,3.611084,3.09129,2.718776,3.20009,2.540069,24.095823,4.913295,21.610099,4.779307,4.652801,3.993057,5.76295
ELL,5.82103,4.78198,5.83395,5.05994,4.87511,5.3362,4.22754,4.2713,4.12033,4.92432,5.06611,5.04266
CRTC1,6.084212,6.24768,6.86233,5.749119,4.547039,9.078541,5.176702,6.28263,3.213429,5.432506,5.544177,5.86491
WBP7,7.54074,8.299103,9.50852,8.909,7.36626,7.11044,8.64202,6.79862,7.33392,8.92486,7.59516,8.674377
COMP,0.2266186,0.3489715,0.3942871,0.540388,0.0256398,0,0.172916,0.1196834,0.0851713,0,0.014524,0
UPK1A,0.114398,0.0324786,0.0819036,0.166319,0.0374795,0.393302,0.0756488,0.318383,0,0.077859,0.118004,0
COPE,143.263159,145.15369,137.01631,129.995805,144.43451,157.79713,147.618052,166.02244,149.74792,140.58238,149.705204,136.67485
DDX49,16.437449,14.986715,16.03365,16.243239,15.3715709,44.525958,21.1711,29.243195,20.4551987,17.7944,16.423992,16.4512
ETV2,0.85599,0.296039586,0.343771,0.3307,0.363474744,1.11595,0.818728,0.945704,0.718563,0.442428589,0.985756,0.821080549
ATP4A,0,0.0269402,0,0.028848,0,0.0847783,0,0.476024,0.035653,0,0.0180337,0
ARMC6,8.692176005,9.2378934,9.961759842,11.659019,8.346165,29.1615503,13.14694053,15.5585284,14.0020952,10.3268019,10.392064,11.95157256
TMEM147,65.006193,64.371272,68.115409,71.240394,64.425243,132.66276,82.765334,115.25401,83.329713,76.65164,70.822256,67.516443
GAPDHS,0,0,0,0,0,0.87341,0,0.0546281,0,0,0,0
TMEM59L,0,0,0.0229562,0,0,0.659706,0,1.45045,0,0.0217004,0,0
USF2,38.075298,35.74759,40.42827,39.3764,40.8849,61.385854,42.3576,49.279113,41.99976,34.26048,38.7923,39.802945
LSR,221.60516,201.69112,203.94755,208.13427,207.69863,113.77472,201.90198,135.1397,177.20133,188.36281,211.46872,196.39091
KXD1,33.818311,32.24664273,34.133957,33.7727,33.5659,60.183968,40.93792,49.685248,44.09614187,36.9759,36.4074,33.3814
FKBP8,105.28591,108.465934,112.678922,107.720393,102.7531,135.335037,114.83354,148.25259,102.89187,114.090496,111.75448,102.833214
SUGP1,4.47905,4.824548,7.73184,7.412843,4.984399,10.973218,6.353992,9.72189,8.29251,3.720454,9.06164,4.055273
ZNF14,1.74073,2.02062,1.6778,1.2751,1.59847,2.8686,1.52889,2.8244,1.65136,1.6265,1.64453,1.54322
SCN1B,0.0484506,0.138579,0,0.344745,0.167358,0.126888,0.168521,0.060887,0.0429888,0.375868,0.0659765,0
PBX4,3.554456,3.010729,4.791658,6.148114,3.788728,3.721955,4.409881,2.6220901,4.030774,3.08122,2.5566702,3.552212
ERF,20.06813,22.47576,25.36138,22.40117,22.16476,24.42776,22.00545,20.69376,16.86084,20.44141,19.48295,21.78287
GSK3A,49.899639,48.781032,50.761536,52.663652,49.971749,43.929933,58.20515,42.028499,50.896241,49.912342,49.055635,47.77496
ATP13A1,19.10641184,17.9619165,22.6941711,21.478144,20.298535,33.484268,24.9176568,29.876776,24.34827851,26.447277,23.421734,21.50162805
ZNF574,4.32316,5.43346,5.30684,5.59776,4.77435,5.59908,5.44659,4.44102,4.89153,4.66553,4.01469,3.80893
GRIK5,0.066337,0,0.0276621,0.03563,0,0,0,0.0104116,0.0054766,0,0.0559391,0.0269496
SIPA1L3,19.24935,21.42641,20.91263,22.1743,17.23975,13.09849,21.60512,11.10947,16.56636,16.33892,17.2173,18.28273
ZNF85,0,0,0,0,0,1.568323,0,0.697974,0.0784163,0,0,0
ETHE1,152.713,127.746,122.295,131.309,146.391,99.5394,150.731,117.179,163.579,156.139,160.305,147.429
CADM4,7.59279,7.79235,7.57248,7.93547,8.42549,11.2586,9.21629,10.3196,8.11437,7.49346,7.68125,7.46468
SMG9,10.9161,9.20619,11.9798,10.1137,10.9931,12.6379,11.2017,12.3047,12.9515,10.4223,10.1168,10.9401
AVL9,38.965573,41.275046,46.528546,47.617547,33.90645,33.29632,32.3282194,31.2813998,28.887695,34.225538,37.042997,36.714178
RUNDC3B,0.22408312,0.399892,0.38088918,0.7682375,0.718715,0.8904198,1.2394578,0.6097246,0.5582585,0.861720004,1.2607767,0.645771
C7orf63,6.58401,7.130321,7.322421,8.7778156,4.3864301,2.6775135,2.792853701,3.6614451,3.1896589,3.7497304,6.1850731,2.5598304
GTPBP10,10.7360428,12.373427,15.9436061,16.010432,13.5699707,21.2590398,12.765343,21.3079454,15.4713546,12.60750099,15.3746488,13.95034257
RASA4,60.9357571,52.7881455,56.534813,47.299121,49.7007547,27.474972,43.34358,31.2769968,31.8147939,53.221089,52.876035,44.25679801
CDK6,15.686532,19.966709,21.768856,21.61543,13.104498,16.018102,16.2849,12.82431,13.067883,16.139461,14.474478,16.26312
PMPCB,40.4369632,35.424081,40.15865,37.370492,38.062596,46.182973,39.673701,61.357056,42.774349,36.301901,37.453737,35.325455
DNAJC2,10.9755487,10.4646562,14.7258278,14.537517,11.2414524,31.632619,13.668026,19.988759,15.7261328,13.010527,11.516676,12.072887
BET1,21.126455,20.565689,22.0858375,19.3724653,23.748775,21.004892,18.6985937,22.451126,19.80935,18.675164,22.646292,17.735127
NAMPT,54.389836,66.3200688,64.1414766,57.736772,61.2538667,50.53086148,50.45227685,49.77988313,47.1112208,46.309186,58.25568879,56.59272703
TWISTNB,4.28270405,6.86818,6.1549,7.13706,4.69786,14.1883,9.12231,7.360786,8.044025,4.46098,5.102009,4.49896
PIK3CG,0.00592144,0.0387256,0.0551048,0.00697074,0.00730114,0.00928268,0.0116981,0.0295147,0.0100391,0,0,0
PON3,1.3331698,1.4784149,1.0050931,2.0124693,2.209952,1.0140644,3.0288115,2.575969,3.4055013,1.1510734,1.6552428,3.33622
PON2,102.453943,100.66594,105.224992,117.350953,107.399422,130.610328,117.822165,154.577492,136.364495,104.357192,118.034881,122.944051
ITGB8,5.0329475,6.3684862,5.994627,5.9066684,4.828478,3.9354944,6.2374283,3.1869634,4.148788,4.9652873,5.1457241,6.718901
HBP1,34.126132,35.5882563,29.170386,32.755223,32.240245,22.4851697,27.180307,35.659018,23.8039316,28.043571,29.0610948,28.830447
DUS4L,5.427925,4.965488,6.251914,4.7807376,4.6118597,6.5159947,5.8717782,5.1999488,4.996576,5.1751779,5.760746,6.875551
SP4,0.197572,0.394792,0.409812,0.3933937,0.255874,3.055164,0.359673,1.73637,0.448763,0.464629,0.329439,0.490479
WDR91,3.1017893,1.5857044,1.8358905,2.524111,2.2054732,11.198212,2.298466,6.9266431,2.330587,3.13238,1.89346,4.01745
DNAH11,0.587637943,0.51763043,2.058775501,2.4149149,0.8300844,1.119990629,1.913546402,0.884906501,2.356312706,0.676544664,0.35917204,1.766359899
CBLL1,19.521304,20.378625,22.972468,19.523015,19.132109,24.957523,18.125857,21.8022513,14.209371,17.913165,15.807647,19.768122
DLX5,0,0,0,0,0.0324793,1.509991,0,2.53659,0,0,0,0
MTPN,68.3714,77.9363,76.9887,71.596,68.9638,81.8832,67.3917,75.1981,61.3227,62.0644,65.4749,69.2938
STEAP1B,0,0.0422084,0,0,0.315789,13.599712,0,5.136985,0.0682171,0.0399693,0.0399728,0
MPP6,1.6623867,1.4419151,2.020591,2.673407,2.255478,9.3842145,2.209637,5.145853,2.002412,2.4541066,2.962407,1.6201888
DFNA5,3.0166556,1.3681595,0.7104206,2.5057103,2.014143,29.6181745,3.983716,61.9844986,2.2060503,2.5218152,2.728475,2.564112
ATP6V0A4,0,0.0126664,0,0,0.0370527,13.7358,0.1262369,4.4265,0,0.0238897,0,0
ZC3HAV1,9.56888,12.30081,12.4367,11.09564,10.21128,19.59304,11.25133,22.34911,8.695931,9.478183,8.487234,10.759511
TTC26,0.655115928,2.4697494,0.912469,0.8772661,0.8953234,4.039424,1.8138037,3.47152,1.721708241,0.8416295,0.706554,0.79252
OGDH,96.304829,101.190296,102.274793,108.007898,96.053514,87.181609,125.213438,73.6511277,110.849124,91.534542,94.427203,97.852063
ADAP1,212.731052,236.824587,224.048277,198.971319,186.737878,125.388323,202.530142,128.964451,183.407305,179.846414,189.469157,199.323487
TFEC,0,0,0,0,0,0.0278344,0.00476783,0,0,0,0,0
H2AFV,96.137121,93.458359,90.83679,99.050322,96.30088,137.914909,110.69956,154.36165,124.2153,106.291748,99.21109,104.8114
CAV2,40.0207865,41.0549542,41.983236,41.09773,43.5584565,36.9055326,31.1133608,32.5645861,30.487764,29.9540033,29.693562,33.114679
CAV1,4.62246,6.061037,5.58861,4.764448079,5.080712,18.323974,4.829791481,15.766145,5.333647,5.039699,4.137002,4.924094
MET,69.089787,91.046376,77.342723,84.677091,77.663943,66.6289441,64.558477,50.218123,49.75425503,61.789843,60.827912,62.155496
RNF32,3.781407,3.272038,3.150123,3.662595729,4.3413217,2.4810889,2.475362,2.9442444,3.953496804,2.3676803,3.806215,5.373912
LMBR1,16.33810963,16.4250043,19.8584149,22.52123828,17.8598718,20.35226068,16.9162693,18.7188816,13.33294565,12.0148962,14.26368069,13.240632
WNT2,0,0.0206389,0,0,0,0,0.0378831,0.028749,0,0,0,0
HOXA1,0.460276,0.743404,0.706828,0.930767,0.95459,3.40959,1.247872,3.37634,1.201926,1.012389,0.878381,1.281827
DNAJB6,83.2300203,83.856757,94.903602,101.141861,87.354164,123.582165,86.9297158,118.1577343,94.4193484,76.076727,89.81626426,92.0848168
HOXA2,0.063935,0.0344175,0.0171823,0.0414342,0.0721204,0.213729,0,0.0480489,0.0825392,0.0324264,0,0.141723
HOXA3,3.479888,2.85359,3.5009582,2.068379,2.35074,3.530562,2.1160246,1.641434,2.972812,2.760617,2.980505,3.426895
LFNG,51.13498,62.141368,57.287792,55.348731,52.785686,39.32053,58.777492,41.363456,69.410721,59.773915,65.836139,64.729398
HOXA5,0.392493,0.200647,0.355231,1.638444,0.316995,0.732466,0.347622,0.869694,0.36169141,0.293754,0.3904603,1.05912
HOXA6,0.0397849,0.0570246,0.0859325,0,0.0716232,0,0,0.0906935,0.0462165,0,0.0419072,0
BRAT1,15.535921,14.906227,15.655778,16.43816,13.928996,43.653879,17.80667,34.2449303,16.067252,15.717117,14.990187,17.935005
IQCE,26.71855853,34.438492,38.781898,38.149953,27.562395,27.9375549,31.591076,25.70009,28.09586,30.950496,24.038384,25.939013
ANKRD7,0,0.0654978,0,0,0.0538154,1.98798,0,4.0378673,0.089619,0,0,0.169016
VIPR2,0.00784222,0.050665,0.00843157,0.018442,0.0501987,0.00837963,0.0464191,0.0593675,0.013352,0.00793872,0,0.0924853
TSPAN12,3.720983,1.895209,1.512506,1.696904,3.316071,6.57856,3.91391,6.159633,3.122315,3.233999,3.482109,3.0526929
SSBP1,62.427209,59.8596113,63.3059013,63.378511,71.157389,114.8460517,70.2924907,98.43396,87.45976,63.0405772,66.2452486,65.5181812
CPED1,0,0.0121791,0.0321768,0.10823869,0,0.0795114,0.014804,0.2233034,0.37006549,0,0,0.0145151
HIBADH,25.178,25.4282,24.573218,25.9305,26.214882,28.9986,26.8429,39.043077,30.4091,26.3064,27.4697,28.981721
TAX1BP1,90.3059732,96.611489,93.4428697,93.65116451,86.005746,97.327493,80.81247,97.4710037,76.675119,77.503163,80.9281076,76.54823498
CPVL,3.613355,4.64893,4.195592,3.90086,3.98828,83.33935,3.602977,58.6509372,4.160996,3.607264,4.752682,3.485681
CHN2,16.6909906,13.36910171,16.556174,13.458476,14.458628,24.997269,15.487544,20.516117,14.6645776,15.106739,13.798509,19.178451
GRB10,18.48988178,19.24036193,17.45801231,18.70393885,17.987881,19.43832682,15.6064227,15.47598323,13.37216244,17.0223483,17.5624622,20.1024382
ABHD11,31.1901993,25.5448473,30.6110993,26.286807,30.840623,20.8913584,29.075017,23.661852,24.899853,29.806698,27.7084146,26.41803
COBL,24.091397,27.566422,26.540554,28.33025,26.12844,19.32902,26.1914054,16.5255407,24.1443772,22.155427,20.816624,22.449614
FKBP14,4.577736,4.547728,5.929481,6.18321,4.772399,12.8764,4.433583,13.88073,4.412531,5.331481,5.3632128,4.075447
PLEKHA8,8.184143,8.895399379,10.008725,8.436725,8.430905,9.4740174,8.45227836,8.646067,7.986855,8.4237,8.674514,8.203165
STX1A,3.540120906,3.918876,4.2236548,3.6309717,3.513176747,2.5139162,2.987383,2.95515,3.344601636,4.138491,3.327275,4.241841
NOD1,1.535413,1.9074641,1.7145186,2.648703,1.8052362,2.8092847,1.7395393,2.2284044,1.4491924,1.2991896,1.6830775,2.2751188
GARS,43.902928,53.560004,55.429127,55.527436,51.171046,99.765139,60.628151,78.314609,58.192388,50.3070686,49.897981,52.994181
CRHR2,0.3588646,0.944982,0.866315,1.386435,0.60124,0.176658,1.794939,1.031589,0.9758158,0.3245874,0.28845,1.183848524
EPHB6,2.5127576,2.2355005,2.6812,2.44982,2.3780615,1.9965765,3.950402,2.0880215,2.6962874,2.237932,3.3601027,2.818851
FAM188B,2.112663,2.417561,2.0477994,2.922007,2.1903308,3.793739,2.761665,3.229361,2.356999,2.230443,2.028063,2.0206875
GHRHR,0.1014178,0.0232167,0.0631759,0.0883517,0.0796602,0,0,0.0161746,0.0511133,0,0.1353084,0
NSUN5P2,2.574876,1.171085,2.348281244,1.746401,1.7266088,1.463353,1.973078,2.252367,2.402242,2.094492,1.9753,2.574
CASP2,21.364281,19.975387,17.070631,18.6714365,16.009089,18.013567,18.848216,13.208475,13.4536432,17.957383,14.153426,17.300179
CHCHD2,379.99572,336.34699,331.93111,343.68308,377.13289,552.7008,382.87846,565.97898,448.30155,371.72887,393.71871,363.69783
CCL24,32.02446,36.75839,35.48659,35.52743,35.37292,28.58144,41.09035,34.81719,43.16805,41.23717,37.2715,44.00031
HSPB1,110.59061,91.378487,82.99181,94.4054,111.51136,476.76624,114.685853,624.302127,129.46234,106.405979,124.61257,128.37275
NPTX2,0.106502,0.0541238,0.0636161,0.0408288,0.0320289,0.213748,0.0351047,0.0707731,0.0606657,0.0599452,0.0120865,0.0815503
PDAP1,88.668695,89.72293,104.76061,100.71401,104.43564,167.47722,112.0616,156.15553,129.14949,103.46409,106.82002,96.15466
BUD31,50.596086,53.771809,51.358995,51.12776,57.743561,101.029345,63.825661,96.035223,60.925897,56.881022,48.501942,53.605528
PTCD1,4.355943,4.1394181,6.176489,5.592066,3.841193,11.3774687,5.776847,10.753284,6.4112571,5.722179,3.1924776,3.656172
CYP3A5,550.30971,453.39106,534.36868,544.52672,499.14773,284.2921,377.18308,310.55756,309.4261201,434.87347,424.45217,362.51661
ZKSCAN1,41.067655,55.49028,44.41723,47.186941,39.65193,34.76861,39.278135,32.06989,29.54223304,45.88904,44.53125,49.6021647
EIF3B,72.54656,75.914103,95.527095,94.074896,77.071833,152.987629,96.709164,117.906038,95.762975,79.265502,74.051281,83.339644
SNX8,15.51017,10.575432,10.7518133,20.1980402,13.072791,106.240034,20.477816,56.24994,10.426224,10.445937,12.767753,17.88885
NUDT1,22.5359134,21.748718,21.871848,22.975334,21.895736,48.381644,21.630038,46.98846,33.581551,23.984326,20.537996,21.482628
PTPRZ1,2.80168,2.41381,4.614667,2.58275002,4.41335,5.0382924,1.12092082,2.964519,2.51289271,2.15010071,2.86145,2.79874
TAF6,17.63893,15.924231,14.92086,14.95927,17.891413,35.84428205,20.801156,33.695201,16.32906112,17.5776485,16.944679,15.33147665
WASL,37.5782,38.766,36.1716,38.67,37.9309,30.7158,36.4744,33.1409,29.8557,29.5073,34.5594,34.1202
HYAL4,0.312679,0.146907,0.3397334,0.283285,0.170281,0.169584,0.149848,0.2200384,0.057692,0.251701,0.180932,0.14943
SPAM1,0.0330461,0.0545788,0,0,0.0930356,0.0132897,0.1145102,0.0253349,0.0514801,0,0.0172834,0.183067
AIMP2,16.647233,18.259862,17.393509,18.856719,20.50054,56.450508,23.948436,39.004084,26.356742,19.768017,21.416168,22.845222
TFR2,0.8308458,1.0761496,0.8845842,1.918379066,1.400399,0.27903642,0.460191891,1.038880567,0.93375348,1.149747,1.30286504,0.6269129
FSCN3,0.3095367,0,0.264415,0.4004284,0.4291455,0,0.489464,0.259983,0.1157622,0.0698351,0.137547,0.953221
MOSPD3,10.104752,10.362302,11.372654,10.881188,11.024495,17.180115,9.599366,24.336135,8.745391,11.533213,13.453342,12.310587
PAX4,0.0763526,0.0823353,0.0410333,0,0.0172286,0.0339235,0,0,0,0,0.0390973,0
PCOLCE,3.6968487,2.6203027,3.9775884,3.6621034,2.582082,3.162459,1.6355621,4.98178,1.7066546,3.5524706,2.2864628,1.7775578
FBXO24,2.2481538,2.3957394,1.930091,2.069746,2.912481,2.0956391,1.783978,2.064369,1.4227499,2.206761,2.169661,4.4357372
RBM28,6.936536,5.756532,7.580011,7.646755,7.3173431,22.147161,11.822284,13.9943917,9.570727,6.7281,8.662295,6.563055
USP42,4.0118944,5.1176998,3.9374345,4.547587,3.6354448,7.2806501,4.4324048,5.654311,3.9658061,3.9170122,4.057629,3.538653
IMPDH1,25.478372,27.7566172,34.712441,28.6132733,25.730906,47.8659002,31.8121455,32.2953741,29.240852,30.180656,25.722798,29.65287
AGFG2,16.04491,16.402904,15.794011,20.838342,16.198638,14.684799,20.204768,14.340729,22.73727,17.593708,17.440006,22.11251
LSM5,39.022034,33.357609,31.293776,37.079934,37.811892,62.424088,42.621576,61.203818,50.893473,36.630164,36.612243,46.563163
SERPINE1,0.236738,0.299768,0.173868,0.24663,0.116137,0.0635626,0.0597366,0.0678832,0.0926056,0.169833,0.0515097,0.0991696
AP1S1,153.816298,136.59435,141.77027,143.92864,160.97227,146.495595,133.599383,150.810306,137.82742,125.61982,129.00416,128.19037
MOGAT3,37.915716,29.318,34.37101,32.484499,30.08074,18.12809,29.92736,20.934272,25.361293,32.70111,34.368374,30.3072
C1GALT1,53.95228579,59.358703,50.744016,58.538558,59.43119,53.410086,57.3976356,43.041309,47.643708,51.749228,52.6274091,45.59485
PLOD3,81.029459,81.443517,71.237331,77.902572,74.750481,88.825326,67.420127,68.798245,67.42795,64.1621212,63.9249936,59.0589151
RPA3,28.23046,24.271511,30.921727,24.177764,28.5098707,41.189275,26.944611,48.118258,26.690387,29.209146,28.857398,29.791426
ZNHIT1,131.75087,136.51973,123.08518,129.03104,124.08612,156.80689,142.40284,147.88473,128.9872,129.16178,124.5712,122.05136
CLDN15,74.20267,75.98425,65.41152,60.54028,61.63045,46.00742,75.27987,51.811679,83.079232,77.42806,80.15013,82.03501
GLCCI1,2.7547995,1.9146514,2.6302421,3.0226637,2.070069,2.678452,2.1584228,4.99391,1.9853657,2.765314,2.61925,2.361072
MYL10,0.184081,0.386996,0.082666,0.20252,0,0.400366,0,0.0293975,0.0741087,0.0396447,0.199602,0.0762711
PHF14,10.3696171,9.3166332,10.463309,10.5426726,11.46659,17.9229743,10.40956,21.946382,12.856661,9.0963059,10.31454609,12.185219
NRF1,4.747244,4.77056862,5.836911,5.943252,4.769475151,7.761322624,5.994404,6.709172,6.471049,6.626909,5.813767,6.52113123
TMEM106B,24.890048,27.3302919,28.18071,32.51887,29.621129,34.099821,30.193186,30.703052,29.879015,26.882966,29.325557,30.898705
EZH2,8.904083,6.331023,9.790095,11.406949,9.434208,21.6382009,14.271266,16.555519,14.114055,10.86051,11.0722103,14.705947
CEP41,1.9286102,2.0742012,1.73578449,1.7125328,2.1309859,4.5510858,2.2375846,2.7837958,2.383573,2.723256,2.3556812,2.639379345
ZNF862,20.47514,16.479967,14.21897,13.959653,11.057945,9.71204,11.043687,10.550598,10.504858,18.41265,14.12541,9.615438
SFRP4,0.342388,0.3864171,0,0,0.13267,0,0,0.0374471,0.086688,0.250461,0.4626189,0.145377
MEST,5.4254911,5.2746467,4.2190596,5.031719,5.814013,4.0537456,5.0720892,2.9523749,4.7277979,7.2934777,5.0719321,4.1489018
MEOX2,0,0.0277103,0.0831462,0,0.0247445,0,0.0509884,0.0192847,0,0,0.0131699,0
ANKMY2,23.381788,26.407603,25.07228,22.8716887,22.108665,16.723975,22.376542,18.513449,21.437631,21.840113,22.031757,22.085211
ACTR3C,2.932364,2.210477,1.222156,2.594652,3.29253,1.87331,3.244925,1.959682,2.556057,2.515004,2.145928,1.913521
POU6F2,0,0,0,0,0,0.0211341,0,0,0,0,0,0
TSPAN13,117.374,109.791,104.337,110.228,111.69322,78.8999,107.487,82.741872,104.843,100.937,106.828556,103.591
RARRES2,1.5165461,1.218845,1.217584,0.885981,1.0297398,1.2694224,1.3376762,1.7620857,1.563127,1.898368,2.4351557,0.851468
AC004837.3,0.188948,0,0,0.253322,0.0527165,0.103634,0.283077,0,0,0,0.198963,0
AGR2,2384.184711,2234.173968,2277.267222,2160.426455,2326.24688,1574.210476,2317.160539,1548.36901,2260.026679,2061.892146,2196.334356,2097.037281
AHR,50.491416,57.919257,50.11322,62.968078,49.2484615,42.694955,64.522699,48.651431,52.560423,42.2975551,52.54969033,59.016802
CHCHD3,48.6078232,49.6836204,55.6206435,56.420501,57.3530464,98.3403904,62.218788,74.9692466,67.891984,52.897601,56.0932616,54.9979184
GIMAP2,0.6551236,0.84709,0.862463,0.869316,0.6582311,0.8825432,0.744946,0.965956,0.8668394,2.665005,1.803738,1.46035
TMEM176B,7.606193,7.0968,6.008828,6.2970695,6.3258172,4.0589236,6.2818424,4.9027339,4.674436,6.6856756,7.044218,8.205048
GLI3,0.195958,0,0.0916552,0,0,1.624523003,0.00718125,2.665196,0.0664836,0,0.08270665,0
PSMA2,72.3679953,64.66614425,61.43578456,54.72370469,75.76285932,125.7040834,64.22277253,145.9051175,84.97324492,75.98378519,74.81701423,69.48345003
MRPL32,31.662458,30.955974,28.294489,31.434329,34.058678,72.912545,35.200424,57.791061,49.32297,29.643806,34.927539,30.151755
