symbol,1,2,3,4,5,6,7,8,9,10,11,12
HSD17B8,-0.257490137,-0.30650772,0.480124443,-0.201065927,-0.539017285,1.32191967,-0.745200966,3.387471974,0.02609861,0.040179822,-0.4542628,-0.95140222
SLC29A1,-0.373095414,-1.060261952,-0.35729788,0.000662316,-0.137555728,3.532576776,0.015117495,1.256505979,1.321776891,0.325757383,-0.918963412,-0.02628798
PFDN1,-0.589250406,-0.769771915,-0.991282287,-0.483649234,0.185781236,2.527448246,0.625054475,2.275321956,0.277317963,0.924858753,0.049597364,-0.657647584
TMCO6,-1.307117099,-1.020098296,0.684539012,-0.174133459,-0.069675739,2.033804668,-0.187603692,1.992186099,-0.130444,0.98587342,-0.570806719,-1.185591777
IK,-0.327525921,-0.35659865,-0.614001515,-0.370249288,-0.483885079,1.808657477,0.076666669,3.231687147,0.014577991,-1.058174049,-0.907015076,-0.212561755
CDX1,-1.31222397,-0.333213372,0.25172711,-0.32527695,-1.238146264,-2.076341724,-0.443344253,-2.125252058,-0.816854223,-0.608925018,-0.401515205,-0.134343786
AMOTL2,1.132403325,-0.902357953,-2.344699203,0.845261975,0.415064843,0.694877403,-0.643536041,0.396025003,-1.607620484,0.919810718,-0.134935325,-1.420615701
NIT2,-0.51718531,-0.350079876,0.350601466,-0.283295575,0.057427532,2.298894266,1.074074015,2.326526737,1.431566519,0.148156145,-0.050840495,0.622445191
LMAN2L,-0.772438511,0.610435217,-0.54764409,-0.393819828,-0.586266233,1.734222514,-0.450196207,1.779715526,-0.643773823,0.645833195,0.566413486,-1.572052114
ACTR3,0.334405983,0.470858119,0.763319428,0.539467058,0.646825613,0.191205363,0.675483092,-0.686488259,-0.31501311,-0.73604919,-0.429649413,0.001873065
PSMD14,0.134687682,0.309011031,0.204271484,0.359322617,0.424641517,2.823762146,0.961057971,1.466589165,1.107942879,0.255468414,-0.073943646,-0.194374065
RPS15,0.194964585,-0.19946659,-0.143526559,-0.76374723,-1.128418447,1.018941019,-1.330790531,1.224251567,-0.921042191,-1.150657793,0.013235947,0.241270303
MOGS,1.058125061,0.309648173,0.295139081,-0.087674019,-0.234225044,-2.012062112,-0.572719509,-1.34882583,-0.0136733,0.133609911,-0.271504378,-1.446108611
HTRA2,-0.695370925,-0.594792774,0.018137572,-0.566430296,-1.066136671,3.641608676,0.424617467,2.067823148,0.020191247,-0.199665051,-0.187393549,0.449654649
DOK1,-0.536660112,-0.252594676,0.250758114,0.223121237,0.104484569,-0.314276148,-0.849934976,-1.689357698,0.972112069,0.73641511,0.527231645,0.151865399
TXNDC9,-0.037179013,0.21062307,0.295684697,0.574742137,0.480309736,2.114365189,0.819756877,1.154629875,1.617891814,-0.018472829,0.084174795,0.343304669
GNLY,-0.081670245,-0.438166346,2.995691578,-0.175664857,-0.055978393,-0.238998022,1.315314299,-0.284763863,-0.165020779,-0.8970728,-0.462925592,-0.8970728
SPR,-0.416418211,-0.769790844,-0.563338383,-0.68923546,-0.649374223,3.331717597,0.156953303,2.615620526,0.323283991,-0.847508598,-0.239072904,-0.149658978
SRSF4,0.744874655,0.744694572,1.029683379,-0.116018315,0.161638547,-0.778882914,-1.619388165,-2.317058527,-1.048591954,-0.727725518,-0.113738184,-0.003538509
CAPZA1,0.023936008,0.635168353,0.523307416,0.521248606,0.038718333,1.895965604,0.572943927,1.055523437,0.011856657,-0.125597269,-0.005606556,-0.157599508
CDC20,-0.52399838,-0.616188845,-0.591357727,-0.454300164,-0.388329894,1.306388332,1.203816394,0.583037537,1.968210608,1.069105189,0.560293645,0.884899915
VAMP4,0.488206469,0.49715319,0.805087215,-0.8890269,0.251833252,-0.870199539,-1.24221909,0.096018185,-1.662951428,0.891874891,-0.291492491,-1.46842956
SLC5A9,-0.10831245,-1.08697393,-1.697147809,-1.736694641,-0.836766846,-2.334748413,0.39993383,-1.23720416,0.327620573,1.028421218,0.395724178,-0.111386139
STAG1,-1.113548975,-0.092137619,0.190994695,1.984876297,0.313590383,1.105927182,1.061720895,0.361747637,0.076377606,-0.232222298,0.019296201,0.793571578
CA14,0.553402385,-0.803511426,0.502764136,-0.2267621,0.039027694,3.715737511,-0.912345572,0.7705158,-1.104122253,-0.543344342,0.108841695,-1.229469932
SPCS2,0.275809406,0.508195651,-0.101631097,-0.82444351,0.563578949,3.026917318,0.163792159,1.112640246,0.165006553,-0.701318703,-0.810870618,-0.060500094
AKAP7,-0.04265793,-0.126379637,0.421909983,0.905248099,-0.284842918,2.363823239,1.118077632,1.004416865,0.319349883,0.331860208,-0.192636034,-1.122763361
SGK1,-2.345520969,2.050462059,1.933594396,0.543684973,1.261370609,0.649749057,0.922927369,-0.820627857,-0.812743479,-0.284817938,-0.030370988,-0.442626485
ELL2,-0.055773632,0.609350686,0.6387038,0.523761774,0.166057428,-0.067661992,-0.138728371,-0.839454005,-0.242328319,0.161578304,0.308126429,-0.338243544
