"symbol","FKPM_CTL_ZT10","FKPM_CTL_ZT14","FKPM_CTL_ZT18","FKPM_CTL_ZT2","FKPM_CTL_ZT22","FKPM_CTL_ZT6"
"4933403O08Rik",78.8203,125.442,130.851,130.144,95.1029,45.1859
"A1bg",77.5281,197.279,137.181,117.664,232.311,212.025
"A2m",228.894,45.215,91.7679,96.2382,80.6964,165.301
"A2ml1",210.296,162.057,392.904,133.047,289.517,222.33
"A3galt2",2053.95,1303.21,1711.87,1844.56,1310.86,1865.57
"A4galt",41.3029,19.734,0,18.667,58.8265,0
"Aaas",11012.1,10617.5,11438.4,10958.1,10941.2,10841
"AABR07000137.1",0,117.785,69.9607,21.3337,0,70.2143
"AABR07000158.1",49.746,24.19,0,74.9044,0,70.7382
"AABR07000222.1",13202.1,13670.9,10709.3,13602.9,11785.8,13040.7
"AABR07000276.1",20.6514,0,64.4876,0,36.2763,23.5794
"AABR07000989.1",26.3276,0,0,21.3337,94.7627,45.866
"AABR07001416.1",0,0,0,0,48.3685,73.6362
"AABR07001435.1",699.069,1091.32,868.344,932.18,596.342,630.848
"AABR07001512.1",3374.29,3846.04,4075.87,4027.93,4363.14,3499.18
"AABR07001592.2",20.6514,0,29.5073,37.1894,22.21,23.5794
"AABR07001902.1",5597.38,4520.51,5467.06,4906.14,3409.64,5694.36
"AABR07001923.1",14553.2,17302.3,16352.2,15104.4,17343.9,14222.8
"AABR07001942.1",190.521,447.892,357.847,311.625,367.979,230.712
"AABR07002384.1",208.658,159.102,157.112,290.094,194.754,118.053
"AABR07002546.1",469.739,532.017,658.898,872.909,524.743,435.626
"AABR07002683.1",2984.42,3587.21,2719.87,2680.18,2690.52,2639.54
"AABR07002938.1",11026.5,11701,10767.1,13481.5,10648.3,11402.3
"AABR07002945.2",213.919,185.935,563.703,349.615,661.458,531.053
"AABR07002969.1",6099.28,4845.71,5776.03,5335.49,4918.38,6003
"AABR07003173.1",2101.72,1693.87,1778.91,1765.47,1810.91,1885.62
"AABR07004112.1",68270.8,79966.6,68381.4,70722.7,79751.7,71041.5
"AABR07004232.1",0,19.734,59.0145,0,44.42,0
"AABR07004269.3",12779.6,16124.3,18015.8,16067.9,16431.1,14352.8
"AABR07004876.1",48.2712,0,0,18.9033,0,25.0284
"AABR07004881.1",6194.06,6936.36,6752.94,7208.87,7877.38,8002.75
"AABR07004992.1",2389.17,2308.02,2420.46,2428.89,2382.02,2509.08
"AABR07005031.1",131.313,24.19,91.7679,80.2378,77.7817,23.5794
"AABR07005588.1",33133.52,34820.235,29332.92,30298.19,31775.685,33008.69
"AABR07005779.3",70680.4,71767.8,64502.9,66963.4,70947.9,70415.1
"AABR07006081.1",26.3276,73.1283,140.778,73.7615,95.1029,70.2143
"AABR07006111.1",113.155,108.873,0,93.4268,87.8996,49.3767
"AABR07006255.1",53.9473,106.999,62.2607,77.1902,77.7817,195.969
"AABR07006283.1",333.88,283.193,231.176,325.142,327.768,330.078
"AABR07006333.1",3544.58,4081.55,3474.8,3701.74,4407.45,3968.15
"AABR07006685.1",75.8909,42.05,138.551,93.2821,0,171.029
"AABR07006688.2",1400.08,1886.9,1742.06,1745.19,1329.31,1864.12
"AABR07007032.1",6671.68,7006.868,7258.365,6788.792,6122.6955,6350.3
"AABR07007121.1",120.123,39.4679,0,92.6649,81.0365,23.5794
"AABR07007730.1",220.887,204.317,173.609,289.385,158.478,411.327
"AABR07008066.2",381.599,463.32,289.762,470.288,487.526,280.367
"AABR07008608.1",2330.24,2687.8,2501.44,2407.17,2977.19,1970.3
"AABR07008724.1",98.0172,143.824,70.8174,39.6198,29.4133,25.0284
"AABR07008940.1",52.6551,63.658,29.5073,0,22.21,0
"AABR07009105.1",80.2755,93.5954,27.2805,18.6672,77.7832,24.3488
"AABR07009634.1",0,24.19,0,0,48.3685,24.3483
"AABR07009978.1",26.3276,0,34.9804,0,22.21,45.1859
"AABR07010705.1",5884.7,6702.32,5906.09,6085.89,6123.18,5461.78
"AABR07010787.1",127.091,63.0749,304.811,125.572,180.688,209.194
"AABR07011697.1",118087,125379,113621,115275,119341,112723
"AABR07011698.1",4689.89,5026.67,4864.23,4236.16,5272.5,4911.42
"AABR07011733.1",0,0,0,18.9033,48.3685,0
"AABR07012054.1",46.979,0,34.9804,37.1894,0,0
"AABR07012868.1",99.6627,251.196,362.027,275.236,336.274,301.627
"AABR07013065.1",0,21.025,0,0,22.21,0
"AABR07013165.1",0,0,0,37.1894,36.2763,25.0284
"AABR07013654.1",0,0,0,0,22.21,20.8376
"AABR07014306.2",46.979,19.734,0,54.8582,29.4133,49.3767
"AABR07014676.1",175.545,76.2934,175.759,174.716,84.6448,116.693
"AABR07015180.1",2190.69,2676.79,1782.85,2154.18,1985.78,2194.38
"AABR07015346.1",10671.3,8508.36,8216.92,9388.52,9156.73,9781.28
"AABR07015507.1",5023.865,5755.69,4488.725,5448.048,4883.815,5378.52
"AABR07015559.1",27.6197,0,0,0,22.21,0
"AABR07015889.1",2099.31,2306.21,1647.82,2364.23,1934.14,2305.7
"AABR07017236.2",78.8203,45.215,76.2905,18.2861,65.6896,158.279
"AABR07017241.1",20.6514,24.19,0,39.6198,87.8996,41.6752
"AABR07017250.1",1643.23,1661.14,1371.9,1438.28,1382.82,1229.92
"AABR07017874.1",104.985,139.368,29.5073,114.524,77.7817,141.041
"AABR07017902.1",5.162849325,13.83204795,47.211483,43.5114175,16.65742329,5.2144225
"AABR07017917.1",26.3276,0,56.7875,0,0,23.5794
"AABR07017999.1",96.725,73.1283,161.729,18.2861,118.253,23.5794
"AABR07018058.1",232.402,84.683,192.099,288.28,217.659,118.911
"AABR07018132.1",0,0,34.9804,18.9033,0,47.1588
"AABR07018244.2",957.18,625.438,1039.56,1236.71,520.548,847.253
"AABR07018556.1",52.4927,0,0,39.6198,0,0
"AABR07019088.1",237.753,603.296,217.146,393.859,151.615,400.292
"AABR07019403.1",18289.8,19507.7,17574.4,21428.6,19079.1,19561.9
"AABR07020987.1",252.891,236.189,246.653,275.815,314.642,414.041
"AABR07020999.1",0,0,0,42.6675,48.3685,0
"AABR07021022.1",198.884,310.417,533.955,573.901,259.47,613.819
"AABR07021080.1",0,24.19,0,0,0,0
"AABR07021384.1",7627.57,7547.42,6815.26,7512.9,8585.08,7083.62
"AABR07021465.2",27.6197,0,27.2803,0,29.4133,70.2143
"AABR07021503.1",90.7971,111.27505,112.4135,86.58975,55.2249,72.22725
"AABR07021536.1",4963.85,5612.65,4799.25,5395.75,6724.74,4885.89
"AABR07021573.2",71.852,84.4728,124.521,74.7597,0,96.6243
"AABR07021591.1",0,0,29.5073,18.667,0,0
"AABR07021636.1",46.979,0,76.2905,80.4741,44.42,49.3767
"AABR07021734.1",3923.58,3265.08,3975.55,4132.26,4000.72,4043.91
"AABR07021759.1",9437.6,11170.8,9157.93,9055.93,9756.94,9950.1
"AABR07022098.1",328.366,610.16,468.921,508.948,588.799,430.804
"AABR07022168.1",20.6514,0,27.2803,0,0,93.7937
"AABR07024439.1",809.548,675.385,756.645,831.91,941.184,723.983
"AABR07024442.1",0,0,0,0,22.21,25.0284
"AABR07025010.1",3986.48,3736.73,2745.27,3188.69,2859.18,3111.87
"AABR07025089.1",1066.34,1267.93,1563.67,1314.75,1296.64,1654.96
"AABR07025743.1",764.859,762.747,593.554,747.52,1013.04,638.528
"AABR07025757.1",14889.1,15729.3,16268.6,15195.1,15671.9,15298.9
"AABR07025896.1",51.2006,53.3944,59.0145,18.2861,0,20.8376
"AABR07025986.2",107.895,140.659,130.851,76.192,141.157,0
"AABR07026002.1",5016.51,6181.2,4884.07,5110.79,5568.16,4996.31
"AABR07026048.1",51.2006,32.3694,0,0,29.4133,0
"AABR07026291.1",15246.3,17447.5,15848.6,15867.9,16867.3,15499.4
"AABR07026557.1",0,0,0,0,0,20.8376
"AABR07026565.1",73.3066,106.999,41.3102,114.761,194.754,138.211
"AABR07026797.1",7021.85,8697.51,8200.85,7819.45,8401.55,8786.29
"AABR07026805.2",26.3276,0,0,18.667,0,20.8376
"AABR07026929.1",207.366,262.961,162.585,212.431,175.799,117.373
"AABR07027141.1",0,0,0,21.3337,0,0
"AABR07027267.1",0,67.17705,47.93535,21.33375,14.70665,0
"AABR07027753.1",24.873,0,0,37.5704,0,67.9964
"AABR07027810.4",0,0,0,0,0,25.0284
"AABR07027854.1",6221.96,7077.09,6367.33,6630,7044.54,6547.55
"AABR07027872.1",45.5244,71.8373,86.2948,37.5704,0,23.5794
"AABR07027925.2",76.0736,76.2934,64.4876,58.9041,0,191.778
"AABR07028237.1",114142,110955,107548,112138,102562,111660
"AABR07028262.1",0.0750028,0.0727748,0,0.0373148,0.140157,0.080678
"AABR07028349.1",55418.8,62515,57006.4,58930.5,58537.6,53998.8
"AABR07028615.1",4814.615,4681.065,5262.64,5894.5,5180.285,4877.025
"AABR07028784.1",0,32.3694,0,0,36.2763,0
"AABR07028805.1",3681.42,4400.86,4123.43,4064.66,4383.52,3322.75
"AABR07028874.1",0,66.24,0,37.5704,118.947,0
"AABR07028902.1",219504,277755,237096,211624,248728,182859
"AABR07028997.1",1988.67,2159.72,1480.89,1676.09,1713.83,1584.03
"AABR07029195.1",93.7956,172.531,56.7875,76.5729,301.609,48.6966
"AABR07029732.1",92.5035,101.252,34.9804,95.4762,58.4864,62.5128
"AABR07030019.1",27.6197,21.025,0,55.8564,22.21,25.0284
"AABR07030156.1",973.903,896.542,648.431,824.619,868.538,1083.3
"AABR07030162.1",1474.1,2239.3,1436.15,1548.99,2117.62,1114.49
"AABR07030375.1",240.429,408.076,297.539,331.763,301.949,436.395
"AABR07030425.1",0,0,29.5073,18.9033,0,0
"AABR07030494.1",20.6514,43.924,0,37.8066,22.21,23.5794
"AABR07030524.1",5290.84,5457.24,5816.87,5979.93,4846.26,6174.68
"AABR07030729.1",20.6514,0,64.4876,37.5704,0,45.1859
"AABR07030823.1",8324.14,5712.69,5342,7354.06,4841.37,10790.9
"AABR07030911.1",3132.45,3491.59,3609.32,3173.64,2888.03,3589.97
"AABR07031184.2",170.856,79.4178,169.935,146.148,21.782,301.532
"AABR07031480.1",3221.45,3382.82,2922.57,3112.99,2689.24,2592.25
"AABR07031491.2",59184.0225,57450.3565,57106.3415,55438.5225,59288.765,54480.62
"AABR07031674.2",4670.18,5663.25,5261.61,6180.78,6763.33,5320.73
"AABR07031767.1",3489.17,1957.32,3686.57,2989.01,2759.57,4070.55
"AABR07031972.1",712.61,495.504,603.207,663.42,883.898,679.278
"AABR07032097.1",6560.76,6767.44,6680.91,7245.39,7019.33,6736.07
"AABR07032255.1",0,21.025,0,18.667,0,20.8376
"AABR07032255.2",26.3276,153.878,161.729,56.0927,177.773,74.4051
"AABR07032392.1",169.686,81.5179,174.388,229.521,138.242,237.644
"AABR07032453.1",1342.48,969.485,764.858,1120.52,586.484,1093.84
"AABR07032520.4",0,0,62.2607,0,81.0365,23.5794
"AABR07032856.1",5221.64,5250.58,4553.12,4876.09,6211.85,4789.96
"AABR07033020.1",20.6514,42.05,0,0,36.2763,0
"AABR07033045.1",1481.14,1619.39,1192.04,1571.38,1267.47,1877.03
"AABR07033047.1",52.4927,52.1034,0,37.1894,48.3685,0
"AABR07033287.1",0,0,0,0,0,23.5794
"AABR07033324.1",143.542,201.735,76.2905,119.858,143.131,165.39
"AABR07033745.1",99.4717,183.082,224.923,217.383,96.0433,97.3932
"AABR07034328.1",20.6514,63.658,29.5073,0,65.6896,48.6078
"AABR07034438.1",7979.77,9172.55,9475.79,8230.69,9589.09,8670.27
"AABR07034636.1",24.873,0,29.5073,0,0,0
"AABR07034641.1",0,19.734,0,0,0,0
"AABR07034706.1",202.729,53.3944,29.5073,75.377,58.4864,0
"AABR07034767.1",18012.1,20202.9,18679.7,16212,18224.4,15065.6
"AABR07035218.1",1154.96,1795.34,1767.41,1689.33,1607.08,1200.93
"AABR07035338.1",23153.1,23262,23795.6,21256.1,21217.4,20625.7
"AABR07035428.2",12706.3,13518.2,13372.1,14651.1,12707.1,13321.6
"AABR07035839.1",1103.2255,1182.374,1193.815,1565.8565,1252.2561,1209.824
"AABR07036567.1",0,40.759,0,18.9033,36.2763,44.417
"AABR07037203.1",13010.4,12093.2,14791.1,20815,12891.2,13015.7
"AABR07037243.1",1032.16,879.426,681.647,748.282,585.544,1211.62
"AABR07037412.1",24.873,0,29.5073,0,0,0
"AABR07037520.1",34493.1,35446.2,34857.2,34057.3,36978.7,34374.5
"AABR07037800.1",494.845,680.916,669.493,406.995,541.464,804.619
"AABR07037995.1",6016.9,6563.81,6427.22,6292.77,6543.46,6554.27
"AABR07038250.1",24.873,21.025,27.2803,18.9033,81.0365,72.276
"AABR07038269.1",377.398,411.067,704.902,526.144,420.543,575.899
"AABR07038477.1",0,21.025,103.571,21.3337,0,0
"AABR07038567.1",0,85.7638,0,0,0,45.1859
"AABR07038849.1",8184.14,8858.89,8142.25,7730.17,8996.61,8278.17
"AABR07039304.1",2449.23,1927.67,1931.68,1964.33,1607.75,2064.75
"AABR07039307.1",33388.4,35322.7,30722.2,34558.7,36885.2,33245
"AABR07039334.1",4361.62,2959.76,3777.54,3527.94,4024.22,4046.83
"AABR07039336.2",37081.1,44079.1,37262.4,41986,42282.4,40668.1
"AABR07039336.3",1195.79,631.395,1319.92,1003.85,1278.38,994.198
"AABR07039446.1",630.064,429.047,743.467,436.782,316.398,882.374
"AABR07039447.1",14598.2,15392,14278.4,16126.8,16085.8,16860.5
"AABR07039471.1",89.574,66.24,91.7679,74.996,44.42,72.276
"AABR07040624.1",49.746,68.114,56.7875,0,0,44.417
"AABR07040855.1",6856.03,6870.095,6108.215,7082.15,6817.72,6196.115
"AABR07040864.1",3089.56,2960.19,2784.36,2283.42,2707.15,2233.77
"AABR07040887.1",828.887,825.545,700.953,1034.53,439.852,1045.11
"AABR07040892.1",2245.98,2651.81,2296.61,2525.26,2063.12,1769.28
"AABR07040938.1",8830.94,11284.7,9095.57,9955.46,9937.16,8937.84
"AABR07041089.1",7639.83,7882.51,5976.75,7212.49,8526.41,7874.21
"AABR07041140.1",21551,23844.6,20352.8,24266,21847.1,23927.6
"AABR07041403.1",0,0,41.3102,40.2371,0,24.3483
"AABR07041972.1",723.526,706.397,774.006,899.562,667.274,719.158
"AABR07042385.1",0,0,0,0,0,24.3483
"AABR07042733.2",291.609,265.393,291.989,228.904,251.96,286.341
"AABR07042903.1",31.2829,30.9298,63.621,34.5972,31.4792,24.3483
"AABR07043115.1",80.1124,24.19,27.2803,21.3337,48.3685,45.1859
"AABR07043347.1",26.3276,19.734,0,18.9033,22.21,20.8376
"AABR07043557.1",96.725,115.761,135.305,77.5711,81.0365,69.5342
"AABR07043711.1",0,0,0,18.667,65.6896,0
"AABR07044301.1",212.444,184.956,152.581,75.1407,84.6448,187.499
"AABR07044308.1",51.2006,19.734,0,39.6198,0,24.3483
"AABR07044362.1",20.6517,0,27.2803,18.667,0,23.5794
"AABR07044388.2",4934.44366666667,3609.194,4471.03,3704.72933333333,3146.19966666667,4063.90166666667
"AABR07044408.3",0,0,0,0,22.21,0
"AABR07044570.2",327.51,392.228,255.21,420.908,224.168,408.625
"AABR07044959.1",580.076,376.055,535.13,327.953,366.005,697.619
"AABR07045321.1",24.873,0,27.2803,18.2861,0,0
"AABR07045399.1",24.873,24.19,29.5073,0,0,0
"AABR07045462.1",375.578,424.496,386.224,256.805,194.754,375.699
"AABR07045621.1",4669.25,3982.71,4378.38,4153.43,4725.09,4120.28
"AABR07046707.1",54309.9,58942.35,52006.2,50696.55,57182.2,54787.45
"AABR07047219.1",1806.04,2026.12,1768.24,2015,1902.5,1818.8
"AABR07047593.1",71.852,24.19,0,0,0,0
"AABR07047835.1",2204.44,2780.22,2369.14,2264.13,2701.32,2830.37
"AABR07048397.1",46.979,89.139,215.698,56.2374,139.523,45.1859
"AABR07048473.1",446.32,504.452,425.144,420.618,439.158,534.971
"AABR07048992.1",2633.66,2729.53,2798.23,3226.19,3554.27,2578.7
"AABR07049043.1",1638.42,1762.39,1585.56,1537.04,1551.77,1637.81
"AABR07049060.1",4970.125,5938.17,6145.26,5871.6,5541.7,5579.525
"AABR07049134.1",20.6514,0,0,0,0,25.0284
"AABR07049134.4",46.979,0,84.0678,76.9539,70.5785,89.6029
"AABR07049223.1",288.517,63.0749,257.599,298.619,138.242,240.999
"AABR07049348.1",46.979,21.025,34.9804,0,0,49.3767
"AABR07049353.1",1598.17,821.103,599.027,1021.52,1005.75,861.314
"AABR07049466.1",0,106.547,93.3069,40.957,33.7681,118.772
"AABR07049516.1",27.6197,0,0,0,0,0
"AABR07051399.1",80.1124,101.252,59.0145,36.9531,48.3685,20.8376
"AABR07051450.1",19009.585,18538.54,18002.81,18057.605,18318.83,19701.495
"AABR07051787.1",11202,10363.4,8487.34,11034,9449.92,9771.66
"AABR07052085.2",0,42.05,29.5073,0,0,0
"AABR07052125.2",26.3276,19.734,0,0,0,0
"AABR07052327.1",0,0,0,18.2861,0,20.8376
"AABR07052519.1",127.254,117.052,29.5073,77.8074,29.4133,70.7382
"AABR07053185.1",3507.72,2687.03,2860.06,2557.38,2836.21,3384.96
"AABR07053500.2",0,0,34.9804,0,0,23.5794
"AABR07053716.1",5328.05,5022.83,3629.35,4636.64,3970.58,4883.17
"AABR07053749.1",560.768,304.861,648.114,501.526,603.112,493.881
"AABR07053837.1",3832.19,3033.38,3484.73,3724.21,3358.12,3768.01
"AABR07054096.1",1616.49333333333,1732.60816666667,1395.26666666667,1369.84966666667,1508.37616666667,1522.88726666667
"AABR07054262.1",3838.78,3517.78,3647.27,3495.89,3311.48,3882.39
"AABR07054362.1",3364.74,3656.88,3557.75,4032.66,3298.01,4170.77
"AABR07054368.1",300452,309153,260677,285079,284023,283370
"AABR07054614.1",250.44555,280.611,232.075,270.8815,155.2234,258.03002505
"AABR07055492.1",3179.99,4237.95,3621.68,3645.84,3681.79,3531.63
"AABR07055527.1",153.419,361.943,111.271,171.668,233.005,281.381
"AABR07055943.1",5196.88,5463.75,4842.69,5152.37,5079.7,4532.25
"AABR07056013.1",9138.32,8973.15,9698.32,9315.8,9679.69,9582.33
"AABR07056668.1",135.514,0,27.2803,58.9041,102.906,23.5794
"AABR07056686.1",9011.55,8445.19,7271.58,8786.46,7146.33,8734.08
"AABR07056845.1",578.784,446.776,703.111,438.432,411.719,423.014
"AABR07057423.1",3001.17,2417.74,3019.54,2469.48,2534.1,3572.19
"AABR07057438.1",27.6197,0,0,0,0,20.8376
"AABR07057997.1",109.799,41.6893,55.0973,82.6434,104.04,55.1798
"AABR07058017.2",82.8592,53.3944,0,77.4265,87.8996,138.211
"AABR07058254.1",220.887,91.5713,222.619,80.0016,117.313,25.0284
"AABR07058479.1",66.1759,19.734,59.0145,40.0008,22.21,47.9277
"AABR07058578.2",53.9473,0,0,0,0,0
"AABR07058615.1",27912.8,34293.2,30959.3,31866.1,32543,31296.7
"AABR07058934.1",1806.45,1582.89,1657.99,1605.65,2124.95,2082.6
"AABR07059002.1",548.559,661.332,355.62,366.811,386.934,463.396
"AABR07059478.1",0,0,34.9804,18.2861,0,0
"AABR07059663.1",814.891,0.0844985,0.354146,0.162241,0.307205,0.366112
"AABR07060145.1",0,24.19,0,0,0,23.5794
"AABR07060577.1",424.908,266.684,221.249,382.575,481.017,182.717
"AABR07060593.1",1393.83,1302.17,1255.43,1520.89,1266.19,1572.84
"AABR07060610.1",0,52.1034,41.3102,0,22.21,0
"AABR07060694.1",0,0,29.5073,0,0,0
"AABR07060778.1",21007,22202.9,19046.9,21901.4,20607.4,24056.8
"AABR07060872.1",138.96301055,136.5041938,130.69994435,231.8677404,170.9171859,122.28827395
"AABR07061614.1",45.5244,84.683,103.571,40.0008,0,93.8825
"AABR07061614.3",44581.4,49683.7,44459.1,44839.2,46729.1,42305.6
"AABR07061825.2",1131.96,1190.72,1172.38,833.328,749.004,1098.35
"AABR07061964.1",936.548,786.564,697.715,1053.52,491.475,749.492
"AABR07062154.1",10622.3,11820.6,11296.6,11696.3,12670.7,11477.1
"AABR07062350.1",46.979,60.4929,64.4876,0,36.2763,24.3483
"AABR07062466.1",0,24.19,27.2803,18.9033,0,24.3483
"AABR07062753.1",3376.03,3542.66,2932.25,3407.44,3729.38,3947.13
"AABR07063082.1",4675.25,4578.14,4340.82,4690.31,5094.6,5053.66
"AABR07063126.1",121.578,225.193,84.0678,174.518,66.63,158.368
"AABR07063276.1",0,52.1034,0,18.667,0,0
"AABR07063703.1",0,80.2269,76.2905,39.6198,72.5527,48.6078
"AABR07064392.1",4130.4,4758.06,3982.11,4555.89,3848.91,4541.26
"AABR07064584.1",48.2712,0,0,0,48.3685,0
"AABR07064622.1",0,0,0,18.2861,0,0
"AABR07064719.2",4720.2,4059.67,4216.73,4465.65,4222.12,4223.53
"AABR07064804.1",70006.8,71364.7,62154,69265.6,68939.8,68731.3
"AABR07064867.2",24.873,0,0,36.5721,0,25.0284
"AABR07064980.1",1006.53,712.727,998.655,804.992,880.29,933.992
"AABR07064983.1",26.3276,0,133.078,73.9062,0,91.5758
"AABR07067267.1",114390,128132,118200,127271,126556,116916
"AABR07067600.1",13539.5,14437.3,12327.7,12629.4,13847.1,13302.8
"AABR07067762.1",270.816,518.961,255.724,407.048,165.681,420.361
"AABR07067814.1",41.3029,21.025,0,40.0008,0,23.5794
"AABR07068154.1",24495.6,26652.5,23179.2,24815.5,23460.4,23717
"AABR07068253.1",122.89,264.252,161.729,132.81,137.208,129.216
"AABR07068351.1",82878.3,89536.4,79048.4,79147.8,84278.5,76011
"AABR07068536.1",3472.36,3720.38,3354.04,3418.3,3887.15,4051.34
"AABR07068587.1",310.461,207.272,274.285,293.522,211.735,235.604
"AABR07068799.1",1217.01,1103.85,1081.04,1138.55,675.758,1217.01
"AABR07069490.1",608.365,673.259,778.263,728.959,635.193,620.343
"AABR07070043.1",77607.3,71289.3,73838.9,73754.2,68743.4,74394.1
"AABR07070238.1",17382.6,19320.4,16127.3,18676.1,16133.9,16902.7
"AABR07070456.1",0,0,0,0,0,20.8376
"AABR07070518.1",557.696,696.866,771.779,618.389,614.017,592.594
"AABR07071195.1",24.873,42.05,0,0,0,0
"AABR07071287.1",1095.81,834.482,692.157,801.091,870.079,748.99
"AABR07071482.2",345.414,229.09,105.798,230.809,323.819,279.231
"AABR07071746.1",70.3975,147.548,41.3102,76.9539,22.21,92.3447
"AABR07072108.1",1337.94,1050.69,1399.72,799.278,1154.11,907.092
"AABR07072207.1",14197.4,14943.4,13549.5,14944.4,16253.8,15292.9
"AABR07072283.2",2889.41,2813.24,3222.09,3198.6,3120.93,3082.33
"AABR07072400.1",27883.3,28795.4,25702.9,28691.6,26834.4,26813.5
"AABR07072440.1",6930.53,6805.25,5636.64,7166.48,6466.88,6543.24
"AABR07072463.1",20.6514,45.215,41.3102,37.8066,22.21,72.1872
"AABR07072539.5",113.155,0,121.275,99.3775,77.7817,72.1872
"AABR07072761.1",52.4927,19.734,0,58.5231,29.4133,20.8376
"Aacs",35960.1,35464.3,28420.6,31986.9,31882.2,35199.6
"Aadacl2fm3",0,0,34.9804,0,0,0
"Aadat",7630.46,8552.28,7398.23,7433.44,9534.98,6841.4
"Aagab",7720.64,8688.18,8471.97,8902.22,8634.68,8092.52
"Aagab-ps2",3836.34,4486.1,3806.07,3528.63,3676.78,4183.81
"Aak1",479386,483039,491552,488227,499081,467347
"Aamdc",1587.93,1571.85,1202.58,1540.28,1701.49,1883.21
"Aamp",117912,123377,107421,118292,113077,111687
"Aanat",114.447,85.974,3959.44,1990.67,141.157,48.6966
"Aar2",19960.455,21849.875,20446.735,19965.525,21104.75,19253.93
"Aard",1667.89,2102.02,2125.22,1954.94,1876.26,2131.74
"Aars1",41602,48495.2,27884,16440.3,24339.4,35143
"Aars2",10415.6,8781.77,10002.5,10460.4,8514.99,10937.8
"Aarsd1",38644.9,36627.6,38214.6,37717.2,35094,39231
"Aasdh",13657.5,13188.9,16630.2,14898.2,16564.2,13665.1
"Aasdhppt",25527.9,25439.7,25986.1,27004.6,25069.2,28089
"Aass",8575.7,8891.35,8645.66,9701.29,9263.64,8729.63
"Aatf",11246.1,13025.7,12437.1,11339.2,11799.8,13223.2
"Aatk",125008,104099,128158,119687,95252.3,131016
"Abat",108294,114240,110795,112294,112149,111617
"Abca1",134152,132368,122709,135451,135629,130623
"Abca12",484.755,567.549,435.5,544.377,609.128,499.432
"Abca13",20.6514,132.33,135.305,77.1902,58.4864,114.631
"Abca14",29.326,0,0,17.6206,0,25.7929
"Abca16",64.9279,0,0,61.5738,72.5527,25.0284
"Abca17",2395.59,1872.64,3092.44,2768.18,2529.22,2534.14
"Abca2",338195,314396,338702,320492,298636,350315
"Abca3",59063.6365,58760.8885,58159.217,68334.0695,59551.3425,56430.9965
"Abca4",9602.24,7653.89,3855.39,8924.34,2504.15,11698.8
"Abca5",16352.85,18117.25,18215.4,17427.55,18588.1,17785
"Abca6",456.218,731.608,551.815,652.623,904.227,716.784
"Abca7",26390.4,22743.9,28137.1,26149.3,22551.3,28512.1
"Abca8",15064.1,15064.1,14694.6,15919.4,16408.9,17479
"Abca8a",53954.056345,60532.4971,53279.97877,55880.637655,63573.46384,53048.40353
"Abca9",4083.4,4762.18,4527.38,5399.87,4713.01,4329.88
"Abcb10",27446.4,26721.4,25481.8,27822.8,25652.6,26941.7
"Abcb11",93.7956,69.405,27.2803,18.9033,0,0
"Abcb1a",12016.25,16467.2,16515.45,12752.365,13277.655,11602.64
"Abcb1b",7610.5,8672.475,8271.99,8780.43,9126,8394.425
"Abcb4",8908.66,8940.1,8663.22,9218.09,8502.27,9567.87
"Abcb6",18541.615,19024.795,18154.94,18067.34,16931.32,18901.595
"Abcb7",297.20815,1180.7395,1584.4045,5723.685,4079.46,4494.156
"Abcb8",19836.04,17868.43,18129.895,18783.89,17602.45,20202.575
"Abcb9",24544.7,21046.9,22257.6,22742.5,17951.2,24162.9
"Abcc1",29220.4,29762.3,27819.5,28760.2,27699.4,28815
"Abcc10",8317.8,6988.56,9198.67,8332.35,7327.62,9046.85
"Abcc12",53.8661,55.7274475,56.78755,93.66315,57.499306,59.02665
"Abcc2",1869.31,1883.72,2670.13,1853.04,1737.92,1806.43
"Abcc3",532.266633333333,524.603833333333,338.491063333333,390.599466666667,309.624,494.497833333333
"Abcc4",6706.70979,6787.102,7084.5005,6924.74545,6184.4555,7395.9835
"Abcc5",52572.01,53948.02,57590.505,58348.185,58867.515,52696.925
"Abcc6",2906.56,3013.49,2360.59,3204.16,1827.64,3272.6
"Abcc8",13999.873285,15311.785,15157.81672,15510.829005,15167.429465,14462.169
"Abcc9",8382.06,9154.62,7875.42,7782.71,7325.81,7519.64
"Abcd1",12811.1,12264.4,13301.1,13065.5,11745.6,12797.8
"Abcd2",42360.6,46673.6,38082.1,44984.2,46927.8,43838.3
"Abcd3",116047,131163,111741,121007,124306,119618
"Abcd4",4577.9,4387.39,3355.41,4066.17,4023.75,4855.66
"Abce1",107654,114009,102832,104095,110597,104428
"Abcf1",61873.3,68328,65833,69490.9,65258.1,64777.5
"Abcf2",32492,38633.2,34463.6,37883.1,40177.3,36167
"Abcf3",47921.5,52858.1,46552.3,51135.8,47822.8,49431.1
"Abcg1",29673.75,29615.75,27782.8265,29071.95,28804.05,27889.3788065
"Abcg2",7568.6,9499.93,9592.27,5432.81,9715.25,6486.17
"Abcg3l1",1953.8,1956.475,1587.375,1860.135,1287.261,1040.6655
"Abcg3l2",0.252342,0.0801669,685.077,167.83,531.99,874.016
"Abcg4",12750.5,13309.4,14090.9,13012.1,13347.1,12450.7
"Abcg5",335.821,425.787,473.298,346.186,146.386,406.456
"Abcg8",0,0,0,39.6198,0,0
"Abhd1",7012.83,6295.37,6534.82,7017.46,7993.81,6876.7
