"symbol","FKPM_CTL_ZT10","FKPM_CTL_ZT14","FKPM_CTL_ZT18","FKPM_CTL_ZT2","FKPM_CTL_ZT22","FKPM_CTL_ZT6"
"Nrl",0,19.734,0,0,0,0
"Nrn1",105968,106609,103721,103837,106165,100404
"Nrp1",63032.655,69757.15,64617.82,70518.975,72227.585,63076.3
"Nrp2",80902.2,81913.4,74268.7,85878.2,85509.2,82455.2
"Nrros",4848.59,4926.93,5469.67,4656.65,3944.51,4098.81
"Nrsn1",76160.9,87263.8,79820.1,82455,80193,76836.9
"Nrsn2",36959.3,34476.1,30741,34633.4,34820.5,36760.4
"Nrtn",82.6058,53.3944,86.2948,18.2861,36.2763,72.9561
"Nrxn1",102519,100369,100895,98357.8,100041,98786.7
"Nrxn2",26614.58,17817.1503333333,28251.9466666667,21693.7203333333,19304.1508726667,29374.48
"Nrxn3",23399.35,23584.7,24009.95,23551.1,24714.2,21591.7
"Ns5atp4",26302.9,27959.7,23679.85,26620.1,25922.45,26399.4
"Ns5atp4-ps3",67.6304,21.025,0,0,0,0
"Nsa2",13166.4,12697.6,12409,13345.2,11681.8,12708.7
"Nsd1",244655,260344,244209,249314,267960,244841
"Nsd2",41219.2,49675.2,42799.1,44635.7,47286.1,42886.2
"Nsd3",26648.55,30560.05,30633.1,32815.6,30357.9,29155
"Nsdhl",25708.6,28058.2,25355.4,25919.1,26253.1,24534.7
"Nsf",281145.1,294209.7,284545.7,295505.95,299514.75,285161.85
"Nsfl1c",26757.15,29916.75,25643.6,25345.7,27845,25749.05
"Nsg1",134082,136719,124172,130197,132733,132585
"Nsg2",574408,554172,530599,550361,558050,573763
"Nsl1",933.984,1160.93,1015.19,1066.08,762.964,1075.47
"Nsmaf",7682.0755,8524.8485,7755.74,8056.74038,8638.476,7485.935
"Nsmce1",4953.84,4858.155,4451.59,4802.315,4554.57,5008.925
"Nsmce2",6413.47,6538.085,5906.815,6555.8,6060.005,5915.21
"Nsmce4a",20769.4,21947.1,21277.5,22882.1,23858.8,21783.6
"Nsmf",118885.5316,110136.7136,119660.9368,121878.7198,109716.178,126429.096
"Nsun2",21309.1,23597.95,20755.55,20877.2,22997,21814.5
"Nsun5",7975.49,6775.67,7115.92,7303.26,5781.69,7365.81
"Nsun6",3967.26,4176.52,3816.23,4045.04,4679.17,4401.15
"Nsun7",3891.99,4599.8,4036.59,4151.69,3958.84,4066.38
"Nt5c",1011.82,1186.85,1020.07,1336.67,1503.5,1022.15
"Nt5c2",38279.8,43561.8,37338.5,38662.2,41804.3,35629.5
"Nt5c3a",15613.65,17100.25,14482.45,16011,16451.35,15640.55
"Nt5c3b",890.605,410.197,996.6385,367.6055,339.34515,811.828
"Nt5dc1",6752.74,5971.01,5232.84,6709.87,5323.57,7003.46
"Nt5dc2",12194.2,9198.9,6120.26,9314.14,5988.55,10545.4
"Nt5dc3",73600.5,71968.2,75319.6,74822,84946.7,79099.4
"Nt5e",18302.7,20964.3,17379.4,15352.2,18022.1,12833.5
"Nt5m",7559.37,6574.24,7163.2,6164.28,5979.95,6135.82
"Ntaq1",3110.4155,3251.5385,3036.9918,2983.3002494,2478.68206515,3101.94329
"Ntf3",2021.81533333333,2085.18333333333,1898.65567533333,1752.12396666667,2161.68233333333,1677.82933333333
"Ntf4",233.856,19.734,54.5606,216.332,58.4864,183.921
"Nthl1",2372.11,2220.91,2622.31,2031.55,2062.07,2099.56
"Ntmt1",11368.4,10224.7,9894.46,10408.4,9304.71,10489.3
"Ntmt2",1812.965,2400.71,2666.43,1988.965,2808.68,1717.335
"Ntn1",2995.07,2454.08,2360.74,2579.92,2064.26,2425.71
"Ntn3",2988.37,1838.2,2580.58,2064.58,1584.35,2763.58
"Ntn4",2358.95,1925.64,1669.68,2631.95,4878.26,3117.41
"Ntn5",169.686,155.937,174.388,54.8582,0,118.142
"Ntng1",33592.7,31259.7,26816.5,26194.3,31751.5,31971.6
"Ntng2",5883.3535,4234.328,6226.068,5437.2755,4616.5925,6419.565
"Ntpcr",13135,14794.7,13044.9,12977,13470.9,13069.2
"Ntrk1",2302.39,2105.68,1315.04,2186.94,1914.84,2084.56
"Ntrk2",185137.1,180669.466666667,186592.033333333,175361.4,191173.566666667,180447.066666667
"Ntrk3",25894.87,26512.1775,25560.7675,26539.685,29283.67,25778.4975
"Nts",28402.9,36094.7,34067.3,34505.3,36011.9,29507
"Ntsr1",863.305,699.006,712.215,549.04,793.084,728.635
"Ntsr2",19679.9,17507.5,18999.3,18818.6,16909.8,20610.6
"Nuak1",43137.2,47413.8,43018.6,51145.9,48157.7,44654.2
"Nuak2",2739.8,3044.49,2747.05,3039.57,3028.4,2924.27
"Nub1",71611.4,77557.1,70047.4,73046,73833.7,73216.5
"Nubp2",15816.5,15505,14133.6,14094.9,13174.7,13690.4
"Nubpl",9444.34,8715.48,8006.05,9055.34,8539.93,8832.34
"Nucb1",81484.24,81299.385,76720.33,82438.95,76531.035,80517.71
"Nucb2",23826.4,25956.3,23672.5,23941.6,22318.7,23765.6
"Nucks1",26523.2,29172.9,24431.5,25972,26992.6,24670.2
"Nudc",6484.98,3355.7,6542.07,4873.5,3701.6,7247.5
"Nudcd1",22944.4,25733.2,23636,24612.9,25434.2,24960.4
"Nudcd2",12394.4,12309.5,10916.6,11835.3,12109.2,12048.7
"Nudcd3",18215.7,16409.9,17786.2,17413.9,15782.5,18476.7
"Nudt1",911.766,1009.35,619.626,756.374,907.742,856.511
"Nudt11",21252.6,22902.8,18446,20732.2,21214.6,21556.9
"Nudt12",19254,21844,19943.4,20802.9,20289.5,19539.3
"Nudt13",4365.59,4670.44,3611.58,4419.64,4720.63,4553.94
"Nudt14",7509.86,6391.6,6339.69,7222.19,6168.29,7946.13
"Nudt15",3.5407,0,8.78986,0,67.1602,0
"Nudt16",16458.1,15557.8,15678.3,16331.3,15769.2,16434.1
"Nudt16l1",24814.6,25742.1,22131,26559,21045.7,24493.4
"Nudt17",1014.26,846.879,615.177,698.764,1008.43,830.535
"Nudt18",12041.8,12080,11810,13046.9,13271.4,11708.8
"Nudt19",6458.31,7137.64,5930.17,6649.89,8114.14,7077
"Nudt2",18731,17387.3,16133.9,17741.8,18878.1,17063.3
"Nudt21",25374,23037.8,22910.1,24616.6,23502.6,26714.6
"Nudt22",5545.33,6613.31,6459.93,5854.12,5672.5,6416.21
"Nudt3",111232,107252,113395,114815,117292,108875
"Nudt4",112417,125302,109105,112445,108018,107961
"Nudt5",3801.706,4551.0135,3939.305,4236.735,4349.1545,3560.415
"Nudt6",627.377733333333,520.487666666667,524.951,560.752948666667,505.964502333333,582.49738
"Nudt7",3689.88,3107.3,2839.58,3542.1,3092.21,3611.76
"Nudt8",4038.24,3296.68,2798.97,3487.94,3284.41,3323.99
"Nudt9",29055.9,27957.6,29274.6,28180.5,27194.2,28160.1
"Nuf2",670.922,961.815,611.926,763.993,773.775,675.856
"Nufip1",16964.6,20506,15980.2,15614.1,16705.3,18426
"Nufip2",51385.5,57679.7,53441.7,52647.2,57165.9,48114.2
"Nufip2-ps1",2119.66,2462.89,2180.8,2155.36,2071.61,2042.8
"Nuggc",45.5244,0,0,93.3351,0,24.3483
"Numa1",48075.5,45250.55,50675.55,51704,44255.1,51011.35
"Numb",4030.0335664,3831.79802603333,4427.30666666667,3930.21376023333,3944.52,4373.9475643
"Numbl",20272.45,15957.5,20163.55,18524.2,14576.4,21306.95
"Nup107",18057,19513.7,17002.6,17372.4,19778.2,18423.7
"Nup133",15664.1,15928.1,13678.5,14342.2,13724.4,15552.9
"Nup153",67897,72201,69691,66771.7,69905.6,66786.9
"Nup155",53974.7,53434.4,50475.1,49608.4,52753.8,46384.3
"Nup160",15305.5,17580.1,14079.7,15583.2,15108.9,13661.5
"Nup188",18291.7,17220.1,20560,17563.1,16647.5,17588
"Nup205",36922.4,39969.5,38038.5,38255.2,42787.3,36745
"Nup210",18437.4,18443.3,17303.4,18330.2,18258.4,18605.4
"Nup210l",98.0172,142.533,34.9804,40.2371,80.6964,72.276
"Nup214",25608.035,23730.59,25641.365,23942.06,22863.66,24223.415
"Nup35",13312.1,15322.6,14006.4,15015.5,16035.5,14420.4
"Nup37",1866.14333333333,1986.56333333333,1726.08933333333,1852.86333333333,1795.03,1946.38
"Nup42",7687.25,7210.16,7433.66,7604.87,7196.22,6443.03
"Nup43",1939.032,2213.24,2168.036,2239.3875,2064.88,2165.0465
"Nup50",18448.218,19232.615,16745.4,18113.035,18592.75,18650.815
"Nup54",13357.7,13917.1,12636,13463.1,13990.5,13109.4
"Nup58",15370.465,16488.575,16060.83,14858.445,15907.39,15645.4505
"Nup62",21478.3,20749.7,21240.8,20399.6,20616.9,21859.6
"Nup62cl",95.2705,178.836,165.909,269.141,136.268,356.31
"Nup85",15130.6,16762.9,15097.8,15765.4,14254.4,14303.6
"Nup88",25855.4,26801.2,23464.7,24902.9,25294,24869.4
"Nup93",26819.8,25740.4,26957.2,25774.3,27222.2,24335
"Nup98",31219.435,35029.455,32515.08,33411.455,35811.345,31169.55
"Nupr2",307.461,64.949,451.062,165.573,188.231,279.163
"Nus1",50760.5,57171.6,57105.1,55643.3,58987.3,55164
"Nusap1",419.9575,406.413,330.348,336.9445,453.3945,326.261
"Nutf2",37747,35176.1,32428.5,32706.5,36201,35614.5
"Nutm1",26.3276,0,0,18.2861,0,48.6966
"Nvl",7011.36,7117.02,7169.7,6286.025,6870.69,6397.595
"Nwd1",30514.8,32582.5,41318.1,31673.6,36789.4,35552.5
"Nwd2",61329,68846.5,67927,69088.1,69532.6,63954
"Nxf1",62406.7,66415.3,67084,71833.9,73418.9,64730.1
"Nxf2",74.5987,136.786,153.438,18.667,220.913,73.6362
"Nxn",8408.88,8079.87,9187.89,9134.3,8253.13,9284.76
"Nxnl1",274.791,52.4695,184.902,179.825,43.9498,128.901
"Nxnl2",221.049,204.317,189.009,207.083,58.4864,117.373
"Nxpe1",1018.126,1073.99,1181.659485,754.68592,942.255,550.94685
"Nxpe2",326.035,157.811,103.571,76.8092,124.176,204.323
"Nxpe3",20315.335,24361.16,21382.905,19203.945,21527.3,18774.95
"Nxph1",36937.2,40413,34012.4,38285.8,39310.9,39132.9
"Nxph2",199.106,177.335,161.729,190.572,172.544,186.819
"Nxph3",21645.5,21754.1,21805.8,19311.1,22016.3,23199
"Nxph4",674.085,363.942,629.553,571.097,603.899,788.337
"Nxt1",3363.62,4021.51,2683.26,2972.65,3394.15,3542.71
"Nxt2",5469.93,6042.94,6028.98,5391.36,5794.3,5550.95
"Nyap1",10250.6,9621.08,10699.6,9753.72,9513.01,11232.7
"Nyap2",23293.9,24739.1,25429.2,19174.7,23692.8,23142.2
"Nynrin",14024.7,13249.1,13986.5,14004.7,13817.1,12779.7
"Nyx",885.261,85.974,830.468,513.78,175.799,121.564
"Oacyl",681.398,922.396,724.482,899.668,580.655,1078.96
"Oaf",21611.9,21901.7,24062.8,20503.1,22029.8,20993
"Oard1",2555.98,2542.7,2391.4,2486.41,2368.535,2648.07
"Oas1a",507.130133333333,312.523813,272.200378806667,305.997566666667,200.297,319.855206666667
"Oas1f",929.373733333333,954.057266666667,875.9245,929.646066666667,752.172766666667,810.674
"Oas1h",0,74.4194,86.2948,18.2861,22.21,24.3483
"Oas1k",13.16435,16.20605,0.062433,0,0.00277093,0
"Oas2",82.9993,53.5892,0.0961557,83.7317,36.4178,0.345168
"Oas3",131.313,163.558,100.325,341.668,58.4864,114.72
"Oasl",1018.88,267.555,1198.23,1132.1,80.6964,302.063
"Oasl2",3735.03,2907.61,3193.81,3281.93,2506.41,3044.62
"Oat",94394.6,95713.2,85012.6,94368,89451.8,93920.4
"Oaz1",72420,55860.1,59316.8,61552.7,47891,68400.4
"Oaz2",20847.9,22326,18163.6,19064.3,21032.8,21419.4
"Oaz3",24.873,22.6075,102.633,58.7136,14.70665,43.4306
"Obi1",19635.3,22432.4,19560.3,18961.9,20153.1,19619.4
"Obscn",3812.65,3060.84,4733.91,3365.85,2512.53,3353.71
"Obsl1",6009.03,4833.97,6145.15,6312.44,4284.45,6210.45
"Oc90",46.979,61.7839,99.468,189.665,0,0
"Oca2",709.292,632.003,894.073,756.914,428.006,1113.21
"Ocel1",3098.27,3178.74,2839.85,2991.255,2490.875,3508.165
"Ociad1",80202.5,87213.3,82636.4,100207,82619.6,85934.4
"Ociad2",5458.03,5902.52,4598.72,5610.26,5733.94,5773.81
"Ocln",4292.82675,4180.29259735,3483.15309025,4247.4125,3381.8235,4394.0695
"Ocrl",25029.855,27311.59,22833.735,24698.01,26459.945,24900.08
"Ocstamp",27.6197,21.025,29.5073,21.3337,0,47.9277
"Odad1",3000.9,2020.9,2228.6,2508.51,1410.62,3035.2
"Odad2",1722.84,1689.36,1072.13,1701.38,1491.31,2085.7
"Odad3",603.708,347.434,472.279,735.093,561.7,562.082
"Odad4",1192.011,726.381,610.0505,1004.5885,784.077,1147.761
"Odaph",308.313,441.004,295.663,271.571,195.695,262.428
"Odc1",34742.5,33578.4,30453.2,33602.7,29327.9,33612.7
"Odf1",0,60.4929,0,40.2371,72.5527,20.8376
"Odf2",11022.2925,12358.35,10770.7025,10998.605,11958.645,10780.955
"Odf2l",2995.8205,2722.3515,2818.711,2677.71995,3466.87,3250.6275
"Odf3b",673.852,715.657,737.227,933.863,1320.14,1192.77
"Odf3l1",434.275,165.432,483.302,230.847,396.712,498.277
"Odf4",208.841,291.955,201.669,252.195,118.947,154.089
"Odr4",5171.544289,5554.4255,4762.415,5416.8650149,5959.3,5525.4
"Ofd1",15356.3,16378.2,14553,14699.4,16306.7,16457.9
"Oga",198137,214361,199573,211870,222438,205617
"Ogdh",21588.4,26188.03,23836.55,28677.8,24352.35,23322.3
"Ogdhl",39865.2,42919.4,45415.3,44652.9,45272.3,41547.9
"Ogfod1",27070,30590.7,28777.9,29511.8,30487,28363.1
"Ogfod2",5065.01,4828.1,5012.03,5099.98,3775.09,5603.84
"Ogfod3",3138.77,2887.6,2635.69,2609.4,2851.56,3606.61
"Ogfr",16720.38,15647.375,14344.624275,15493.377785,14484.6,16797.845
"Ogfrl1",40528.8,47368.6,39940.9,45573.9,46943.1,41019.8
"Ogg1",5971.35,6232.07,5691.34,6467.17,6084.67,5749.02
"Ogt",126205.3,128258.5,118855.5,129424,133646.45,128190.05
"Oit3",100.926,19.734,0,61.3345,48.3685,120.795
"Ola1",101825,111391,94240.8,105955,107114,102957
"Olah",20.6514,0,0,0,48.3685,0
"Olfm1",327516,330544.5,309325.5,350489.5,336546.5,339441.5
"Olfm2",19676.9,16131.5,19851.4,14415.8,14707.6,19281.4
"Olfm3",41453.1,47574,43766.6,44418.8,45795.2,41014.8
"Olfm4",1502.72,1073.57,1098.66,1156.42,1423.37,979.211
"Olfml1",59590.7,65364.9,57989.6,55559.6,55374.3,56829.5
"Olfml2a",13361,12391.9,11041.3,15796.5,9654.04,14737.7
"Olfml2b",13369.2,15557.8,15377.4,15324.5,15352.9,12757.6
"Olfml3",7358.19,6540.61,6302.27,7119.38,4332.51,5061.59
"Olig1",40783.3,34082.3,41493.3,35592.8,36184,42367
"Olig2",12800.7,12964.2,13272.9,13445.8,12098,13840.7
"Olr1",243.013,819.096,480.056,534.144,647.378,455.744
"Olr1869",0,19.734,34.9804,0,29.4133,0
"Olr1877",186.299,52.1034,62.2607,151.569,102.906,71.5071
"Olr35",12.43742718,10.5125,27.279331225,18.66776128,25.8116,50.0835
"Olr59",773.597,975.518,926.424,533.238,1049.67,729.85
"Oma1",3497.1,3718.42,3037.08,3283.09,3354.62,3301.26
"Omg",139862,154962,119989,139030,143803,136185
"Onecut1",95.2705,118.343,126.748,18.667,0,48.6966
"Onecut2",554.806,793.68,804.387,625.199,497.154,702.054
"Oosp2",41.3029,53.3944,29.5073,40.0008,22.21,0
"Opa1",67205.695,73458.23,63360.815,67069.283,69236.175,67652.6125
"Opa3",23895,21574.4,22872.2,21966.1,21738.6,24612.1
"Opalin",102772,104676,83935.9,108354,113497,110359
"Opcml",70849.97,71530.72,66465.3,69002.27,73266.6565,68003.795
"Ophn1",22280,23950.4,21437.2,22671.4,24828.05,22502.25
"Oplah",5513.98219333333,5574.79,6426.39743666667,5744.37881333333,5327.76566666667,5590.852
"Opn1mw",52.4927,104.939,34.9804,18.667,0,0
"Opn1sw",630.895,21.025,377.693,151.227,0,0
"Opn3",1565.15,1697.65,1500.64,1654.61,1482.2,1548.28
"Opn4",385.243,246.182,325.333,127.25,462.755,91.7321
"Oprd1",901.818,553.75,1029.97,1227.33,677.979,1028
"Oprk1",1798.71,1911.16,1618.2,1086.43,1813,1532.3
"Oprl1",19036.415,20227.86,21116.32,20377.015,18748.188,20482.97
"Oprm1",873.78105,1736.1841,1900.842,1788.07215,1705.845,1523.90805
"Optc",0.0344061,0.03199082,136.2879,10.7535882,0.02385645,72.1984
"Optn",32215.4866666667,34809.2266666667,30124.2833333333,33635.0333333333,33843.8466666667,33266.9533333333
"Or10c1",26.3276,0,0,21.3337,0,0
"Or11a4",46.979,0,0,21.3337,0,20.8376
"Or11i1",81.567,21.025,0,0,22.21,20.8376
"Or14p1",82.8592,98.6094,97.241,116.574,96.7369,90.3718
"Or1f12-ps1",0,0,0,18.667,0,0
"Or1f20",46.979,112.596,99.468,21.3337,36.2763,45.1859
"Or1x2",0,0,0,0,48.3685,0
"Or1x2b",0,24.19,27.2803,0,0,0
"Or2aa1",0,0,0,0,48.3685,0
"Or2ag13",0,0,34.9804,0,48.3685,48.6078
"Or2ag17b-ps1",27.6197,32.3694,27.2803,0,84.6448,66.7036
"Or2at1",26.3257,0,29.5091,59.139,0,44.9756
"Or2b11",1103.42,666.161,429.332,650.52,628.07,640.087
"Or2d2b",26.3276,0,0,40.0008,0,0
"Or2k2",191.975,246.367,342.96,271.808,273.817,236.964
"Or2l13",20.6514,0,0,18.667,0,0
"Or2n1e",24.873,19.734,0,0,0,47.1588
"Or2n1g",0,19.734,0,0,0,47.9277
"Or2y17-ps1",55.2394,61.7839,0,135.241,101.966,123.013
"Or4c125",27.6197,21.025,27.2803,0,0,0
"Or4d2b",45.5244,24.19,0,0,0,0
"Or4p4",49.746,0,0,0,51.6233,49.3767
"Or51e1",27.6197,85.7638,29.5073,92.4286,36.2763,0
"Or52b1",0,94.1533,29.5073,0,195.095,73.725
"Or52b2",145.159,90.43,199.793,180.811,176.139,91.5758
"Or52d3",20.6514,63.658,133.078,61.3345,22.21,0
"Or52e15",0,32.3694,0,39.6198,22.21,0
"Or52e15c",0,0,0,21.3337,0,23.5794
"Or52e8",24.873,0,0,0,72.5527,0
"Or52h7",0,19.734,68.5904,129.999,143.471,95.7666
"Or52h9",0,0,0,0,0,0
"Or52l1",0,0,0,0,58.8265,25.0284
"Or52n1",0,19.734,0,18.9033,0,0
"Or52n1b",26.3276,0,64.4876,57.9059,0,0
"Or52n20",0,0,29.5073,21.3337,0,24.3483
"Or52n3",0,0,0,18.9033,0,24.3483
"Or52n4",0,0,0,18.2861,0,45.866
"Or52x1",26.3276,0,70.8174,57.9059,0,0
"Or56b1",0,40.759,0,18.667,0,0
"Or56b2",20.6514,19.734,0,0,0,0
"Or56b2b",0,0,56.7875,0,0,20.8376
"Or56b6b",142.229,0,0,0,48.3685,25.0284
"Or5ac22",26.3276,0,0,0,0,0
"Or5ac25",0,0,0,18.2861,29.4133,20.8376
"Or7a44",24.873,21.025,69.9607,0,0,47.1588
"Or7e166",26.3276,0,0,18.667,0,25.0284
"Or7e24",27.6197,0,0,0,36.2763,24.3483
"Or7h7b",194.742,198.012,255.21,170.853,118.253,138.891
"Or8b101",20.6514,0,0,18.667,0,0
"Or8b12",20.6514,0,0,0,0,73.6362
"Or8b35",20.6514,21.025,0,0,0,0
"Or8b37",110.4,0,0,18.5247,0,0
"Or8b38-ps1",0.078704,0,0,0.142337,0,0
"Or8b8",26.3276,0,0,18.2861,0,45.866
"Or8s2",106.602,0,41.3102,36.9531,0,62.5128
"Or9k2",0,53.3944,0,0,0,0
"Or9r3",0,21.025,34.9804,37.1894,0,0
"Or9r3c",27.6197,32.3694,0,18.9033,0,0
"Orai1",5276.39,2722.71,3869.59,3511.4,2373.55,4653.78
"Orai2",46898.8,48887,49285.6,50564.3,55817.1,45170.2
"Orai3",6973.5,6836.65,8163.97,8492.15,6553.47,7083.5
"Orc1",0,92.3041,29.5073,112.094,87.8996,73.725
"Orc2",31951.6,34412.8,32118.4,33372.7,33357.8,32009.8
"Orc3",13345.5,13457.45,11665.85,12664.8,13110.1,12604.35
"Orc4",26669.1,31396.7,24153.7,26302.6,27075.7,26293.4
"Orc5",10793.66,11739.605,10052.195,10977.45,11336.415,10179.255
"Orc6",4869.5,4340.47,3745.49,4411.74,4899.17,4473.67
"Orm1",0,0,29.5073,0,0,23.5794
"Ormdl1",703.108,331.213,441.992,328.624,284.288,308.383
"Ormdl2",10516.5,9683.38,9162.57,10029.9,10617.3,10203.6
"Ormdl3",20334.8,18237.3,17774.9,18986.6,17148.8,19257.8
"Os9",98928.1,101075,91186.5,99639.8,96251.8,94808.3
"Osbp",101415,101630,93108.5,97777.7,97153.1,94617.7
"Osbp2",63233.9,62339,67364.1,66507,63674.8,62881.7
"Osbpl10",8337.34,8942.74,8127.75,6399.99,7208.98,8526.86
"Osbpl11",23905.8,22851.8,23297.7,22155.2,26235.7,22030.8
"Osbpl1a",135298,149596,135004,130480,141945,129206
"Osbpl2",45493.9,53682.9,45511,51242.1,48340.9,44825.8
"Osbpl3",17119.4,19871.4,18466.7,18646.3,21634.2,17416.5
"Osbpl5",6595.98884325,6256.162215,5335.54381605,6460.2517795,5370.811302,6223.13727395
"Osbpl6",45075.775,49508.185,50693.855,47625.46,50611.985,45187.6
"Osbpl7",5411.47,3291,5459.44,3721.28,5113.65,4807.25
"Osbpl8",88887.4,95436.4,83464.4,84560,90520.5,89363.4
"Osbpl9",16818.05,18568.3,16779.65,17968.1,17370.35,16545.15
"Oscar",160.134,439.774,219.373,229.285,246.378,344.418
"Oscp1",16447,16608.5,15199.3,16478.4,16551.8,16364.4
"Oser1",13911.1,13724,12490.9,13084.1,14745.8,12492.4
"Osgep",8755.37,8721.78,7749.61,8774.47,7798.44,8350.17
"Osgepl1",8575.47,8684.68,8063.66,8991.72,7977.58,8627.14
"Osgin1",268.0485,267.2248839,118.32435,110.64229,102.606,57.9621
"Osgin2",9055.13,9164.03,8161.67,9453.19,10230.7,10015
"Osm",223.816,113.329,204.324,295.808,166.622,139.504
"Osmr",562.01,516.182,478.057,174.874,148.645,303.754
"Osr1",2109.7,1480.75,1343.79,1817.52,688.79,1870.64
"Osr2",24.873,24.19,0,0,0,0
"Ostc",20381.1,22232.1,20394.3,23456.6,24811.5,21629.1
"Ostf1",4926,4966.62,5589.68,3873.84,3823.79,5094.89
"Ostm1",38478.1,38182.6,36068,37899.2,37615.3,37448.1
"Ostn",0,0,0,0,0,23.5794
"Otc",504.652,582.036,186.619,371.855,246.378,404.939
"Otoa",128.546,125.232,147.108,100.954,151.275,150.054
"Otof",9378.06,9035.7305,10013.68,10086.075,9582.196,10411.55
"Otog",532.661,522.397,646.324,579.715,749.251,579.253
"Otogl",743.859,633.852,576.869,630.513,799.253,583.165
"Otol1",0,0,0,0,36.2763,0
"Otop1",91.0489,45.215,0,37.5704,48.3685,106.93
"Otop2",0,24.19,99.468,55.4755,58.4864,0
"Otop3",354.714,170.447,158.482,381.997,117.313,305.573
"Otor",78.8203,68.114,130.851,178.381,198.009,66.0235
"Otos",585.93,529.769,524.12,409.077,344.335,396.847
"Otub1",96300.9,96275.3,93948.2,93660,92970.2,90831.4
"Otub2",15347.7,14946,14978.6,15604.8,15954.7,15444.1
"Otud1",2752.26,1825.76,2397.09,2387.75,2853.47,2442.83
"Otud3",4909.68,5800.98,4637.25,5157.11,5353.68,5011.18
"Otud4",39238.8,39774.4,36799.4,37827.7,39577.7,36218.1
"Otud5",70347,68380.9,67380.7,68865.1,71637.7,70848.3
"Otud6b",24728.5,27644.9,26603.7,28335.3,28384.6,28892.4
"Otud7a",14867.5,13978.2,14309.9,15263.2,12264.7,16902.3
"Otud7b",6689.72,9039.28,9483.4,8176.32,6901.84,8965.8
"Otulin",15062.4,13754.5,12102.4,14063.1,13830,13659.1
"Otulinl",4253.24,4552.51,3987.97,4312.51,4041.43,3981.24
"Ovol1",0,12.0949978915,0,9.14305,14.706629386,12.1741322265
"Ovol2",851.778,1038.08,931.701,682.81,966.309,675.311
"Oxa1l",32470.1,29184.8,30614.9,29468.6,29971.7,32636.2
"Oxct1",207032,229562,213658,211088,227041,216064
"Oxld1",1465.7,1754.63,1227.96,1342.42,2109.28,1814.76
"Oxnad1",4716.9575,5740.73,4733.784,4621.86,5491.776,5177.403
"Oxr1",131617.51,146166.5,132154.77,132988.71,144062.92,132543.606666667
"Oxsm",1360.19,2146.96,4212.89,2505.1,2402.23,1904.75
"Oxsr1",81766,83837.7,77097.9,79161,82610.9,77551.9
"Oxtr",437.573,177.545,396.502,302.574,198.009,368.065
"P2rx1",235.473,49.2698,132.39575,188.466,186.1425,150.0267
"P2rx2",181.630666666667,121.77759,84.0940842,127.71995185,209.358666666667,289.239933333333
"P2rx3",816.4855,901.379,744.8815,822.2545,905.306,690.346
"P2rx4",9049.86,7968.36,7324.62,8586.79,8101.16,8802.43
"P2rx5",1062.28,1374.59,810.785,995.945,1275.97,1074.09
"P2rx6",5229.27,5092.27,3970.25,4422.29,4050.9,5049.41
"P2rx7",2260.439,2013.047,2158.914,2193.9015,1963.4025,2418.159
"P2ry1",4110.84,4683.86,3826.05,3578.7,4570.56,3822.36
"P2ry10",169.869,63.658,29.5073,77.4265,0,167.43
"P2ry10b",728.032,638.717,498.779,742.515,724.48,656.489
"P2ry12",10163.9,11989.7,9256.81,10652,10782.1,11274
"P2ry13",2448.18,2697.17,2183.39,2741.19,2984.77,2840.97
"P2ry14",1800.73,1754.69666666667,2277.76966666667,1523.775,2355.75333333333,1403.76733333333
"P2ry2",1490.78,910.877,1024.68,1092.33,935.168,1298.81
"P2ry4",933.386,803.506,838.494,702.606,649.94,883.601
"P2ry6",1385.11,1286.06,1196.92,1205.31,957.365,1483.42
"P3h1",6357.26,6848.15,5874.99,5876.36,6036.5,5360.92
"P3h2",1321.52,1410.36,1219.59,1095.05,1358.97,1320.89
"P3h4",1446.6895,1904.5939,1513.064,1837.78905,1293.3845,1555.738
"P4ha1",36210.6,41474.7,46369.2,44640.4,47342.4,41629.4
"P4ha2",9773.275,10541.7,11649.15,10546.67,9499.585,10360.59
"P4ha3",644.939,779.28,625.365,439.43,396.018,634.515
"P4hb",100912,102180,94688.1,102824,95687.5,98608.3
"P4htm",32604.3,26746.2,31580.2,31531.8,26789.6,34153.3
"Pa2g4",44086.7,47495.3,43189.5,45467.1,46599,45048.7
"Pabir1",9907.7,8319.05,8572.15,9231.2,8522.53,9506.38
"Pabpc1",23104.12,23044.375,24279.315,26632.03,24960.615,24039.855
"Pabpc4",9904.85,10829.9,11421,10372.6,10381.2,11778
"Pabpc4-ps1",7666.6,7198.85,7714.95,8248.64,6941.18,7916.62
"Pabpc4l",321.651,247.509,112.128,152.186,419.602,395.176
"Pabpc5",974.361,1083.7,1043.25,1176.72,831.321,965.708
"Pabpc6",75.8909,85.7638,119.048,77.1902,0,25.0284
"Pabpn1",49888.1,46833.8,48043.3,52560.3,51285.3,48499.8
"Pacc1",9854.07,10401.8,8393.07,8640.03,9502.41,8698.35
"Pacrgl",5619.11,5087.28,5387.15,4513.17,3820.35,4531.11
"Pacs1",42176.9,43043.7,42010.6,36975,43879.4,40044.4
"Pacs2",116397,121632,120100,119487,116025,116623
"Pacsin1",67018.9,65501,70454.2,67323.4,61840.3,73738.9
"Pacsin2",11151.18514,11692.6562,11539.18,12179.81375,11859.63125,10603.2799525
